GENDER,AGE_GRP,VISIT_ORDER,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,DGSTFN,VISIT_AREA_NM,X_COORD,Y_COORD
0.0,20.0,5,5.0,2.0,5.0,4.0,6.0,6.0,5.0,스누피가든,126.7796675,33.44335922
1.0,20.0,5,4.0,1.0,1.0,3.0,1.0,7.0,3.0,사려니숲길,126.6264973,33.42203283
1.0,20.0,12,5.0,2.0,2.0,5.0,1.0,4.0,3.0,먼치번즈,126.3668549,33.4780067
1.0,20.0,13,1.0,4.0,1.0,6.0,7.0,7.0,5.0,가는곶 세화,126.860677,33.5205027
1.0,30.0,10,4.0,4.0,4.0,4.0,4.0,4.0,5.0,화순 곶자왈생태탐방숲길,126.3319518,33.26404269
1.0,30.0,12,1.0,1.0,7.0,1.0,1.0,7.0,4.0,서귀포치유의숲,126.5279042,33.29193935
1.0,20.0,23,2.0,1.0,7.0,2.0,6.0,6.0,4.0,우진해장국,126.5200013,33.5115169
1.0,30.0,12,3.0,3.0,4.0,2.0,6.0,5.0,4.0,반건조오징어,126.7160715,33.27650228
1.0,30.0,4,2.0,2.0,4.0,2.0,6.0,5.0,5.0,소심한책방,126.9024412,33.49049761
0.0,20.0,8,2.0,2.0,6.0,2.0,2.0,6.0,5.0,제주안덕농협하나로마트&로컬푸드직매장 제주1호점,126.3332987,33.24665596
1.0,30.0,36,2.0,1.0,6.0,3.0,2.0,5.0,4.0,리틀보라카이,126.4139578,33.25857769
0.0,30.0,14,2.0,5.0,6.0,4.0,6.0,1.0,5.0,장수애섬식당,126.5631886,33.24239949
1.0,20.0,9,5.0,2.0,3.0,6.0,4.0,3.0,4.0,꽃밥,126.3085038,33.451512
0.0,50.0,5,4.0,3.0,3.0,2.0,2.0,7.0,5.0,한담해안산책로,126.3104683,33.45932345
1.0,30.0,30,3.0,2.0,3.0,2.0,6.0,4.0,5.0,새별오름,126.3577307,33.36627759
1.0,30.0,17,2.0,4.0,1.0,3.0,5.0,2.0,5.0,포도뮤지엄,126.3859695,33.31927276
1.0,20.0,6,2.0,3.0,5.0,4.0,5.0,2.0,4.0,어영소공원,,
1.0,20.0,13,1.0,2.0,4.0,1.0,7.0,7.0,5.0,한라산1100고지,126.4622197,33.35807817
1.0,20.0,5,2.0,2.0,2.0,6.0,2.0,7.0,5.0,카페송키,126.5201967,33.515115
1.0,30.0,16,4.0,3.0,3.0,5.0,6.0,4.0,4.0,바람에머물다,126.6195649,33.25094825
1.0,30.0,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,욕지도할매바리스타,128.26962,34.63513754
0.0,30.0,9,5.0,1.0,4.0,2.0,2.0,5.0,5.0,금문도,126.4905615,37.73983113
1.0,20.0,7,7.0,1.0,7.0,7.0,7.0,1.0,5.0,욕지도 제1출렁다리,128.2769632,34.62102491
1.0,20.0,7,2.0,3.0,4.0,5.0,5.0,5.0,4.0,성산일출봉,126.9405375,33.45913497
0.0,30.0,10,7.0,4.0,1.0,2.0,2.0,5.0,3.0,제주동문시장,126.5283034,33.51278396
1.0,30.0,20,2.0,2.0,6.0,2.0,1.0,7.0,4.0,바다김밥,127.7359395,34.74078233
0.0,30.0,15,1.0,5.0,3.0,5.0,2.0,6.0,4.0,돌창고,127.9817184,34.80952373
1.0,20.0,19,3.0,2.0,2.0,1.0,7.0,7.0,4.0,토끼문,126.7954834,33.55589545
1.0,30.0,36,4.0,2.0,5.0,4.0,6.0,5.0,5.0,칠머리공원,,
0.0,30.0,6,7.0,4.0,1.0,2.0,2.0,5.0,1.0,서유기마라탕 하귀점,126.4142732,33.48209956
1.0,20.0,9,7.0,2.0,3.0,7.0,3.0,2.0,3.0,서귀포치유의숲,126.5279042,33.29193935
1.0,30.0,18,2.0,3.0,6.0,5.0,7.0,7.0,2.0,엘지마트,,
0.0,20.0,31,4.0,1.0,6.0,5.0,3.0,3.0,3.0,제주현대렌트카,126.4960218,33.51777786
1.0,50.0,11,3.0,4.0,4.0,2.0,4.0,7.0,3.0,트라인커피,,
1.0,20.0,8,7.0,2.0,1.0,4.0,6.0,6.0,4.0,달리센트,126.8986408,33.49035481
1.0,20.0,22,1.0,1.0,4.0,2.0,3.0,5.0,4.0,서귀포칠십리시공원,126.5541939,33.24638164
0.0,20.0,20,1.0,3.0,1.0,1.0,2.0,2.0,5.0,이천쌀밥,127.4057606,37.26453634
1.0,30.0,11,2.0,2.0,2.0,3.0,2.0,6.0,4.0,구포시장,129.0035703,35.20924926
1.0,30.0,12,1.0,1.0,5.0,4.0,2.0,6.0,3.0,서귀포매일올레시장,126.5632316,33.25015006
0.0,40.0,2,2.0,6.0,1.0,1.0,7.0,5.0,3.0,양지공원,,
1.0,30.0,22,1.0,1.0,1.0,5.0,1.0,7.0,5.0,함덕해수욕장,126.6692389,33.54306157
1.0,20.0,6,4.0,4.0,4.0,4.0,4.0,4.0,5.0,천지연로 41번길,,
1.0,20.0,23,2.0,3.0,6.0,1.0,6.0,6.0,4.0,아베베베이커리,126.5287906,33.51265509
1.0,30.0,6,4.0,2.0,2.0,2.0,6.0,7.0,5.0,드르쿰다in성산,126.9190809,33.4445023
0.0,20.0,4,2.0,1.0,6.0,2.0,7.0,5.0,3.0,빌리카,126.4497655,33.4940496
1.0,20.0,13,7.0,1.0,1.0,7.0,1.0,6.0,5.0,올레길 14코스(저지-한림 올레),126.2296083,33.36565954
0.0,20.0,16,4.0,1.0,5.0,1.0,6.0,1.0,5.0,이마트 제주점,126.5213197,33.51796837
0.0,20.0,42,4.0,1.0,6.0,7.0,2.0,7.0,5.0,국립제주박물관,126.5488761,33.51359629
1.0,30.0,16,3.0,2.0,3.0,2.0,6.0,4.0,3.0,에이스서프,126.7956486,33.55567483
1.0,20.0,20,4.0,2.0,2.0,3.0,6.0,6.0,4.0,제주도서핑샵 문서프,126.3083646,33.45008311
0.0,20.0,7,4.0,1.0,7.0,4.0,7.0,2.0,5.0,짚신매운갈비찜 한양대점,127.0400933,37.56070147
1.0,30.0,23,5.0,2.0,5.0,4.0,5.0,1.0,4.0,우도올레보트,126.9446065,33.49676093
1.0,20.0,18,1.0,1.0,2.0,2.0,1.0,3.0,4.0,풍림다방 송당점,126.7857081,33.47187866
0.0,20.0,17,2.0,2.0,3.0,3.0,6.0,6.0,3.0,진달래섬,126.4825018,37.74733255
1.0,20.0,16,5.0,2.0,5.0,4.0,3.0,7.0,4.0,빌리bike,127.1191578,36.4233121
0.0,20.0,9,6.0,7.0,2.0,4.0,7.0,1.0,4.0,제주올레여행자센터,126.558657,33.24738935
1.0,30.0,4,1.0,1.0,1.0,5.0,1.0,4.0,2.0,해송쌈밥,126.4304206,37.44268273
1.0,30.0,12,1.0,4.0,3.0,4.0,2.0,7.0,3.0,애월카페거리,126.3091689,33.46258716
1.0,20.0,13,5.0,5.0,5.0,4.0,5.0,6.0,4.0,제주신화월드 랜딩다이닝,126.3172516,33.30596705
1.0,60.0,10,1.0,1.0,1.0,5.0,5.0,5.0,5.0,투썸플레이스 아일랜드리솜점,126.3361461,36.48795689
1.0,20.0,5,5.0,6.0,5.0,5.0,3.0,5.0,4.0,스누피가든,126.7796675,33.44335922
0.0,20.0,11,3.0,1.0,5.0,3.0,6.0,4.0,5.0,아침미소목장,126.5860158,33.45475699
1.0,30.0,15,1.0,1.0,1.0,1.0,7.0,5.0,5.0,이춘옥의원조고등어쌈밥,126.4186986,33.48899591
1.0,20.0,2,6.0,2.0,2.0,2.0,2.0,7.0,5.0,국시트멍,126.4813281,33.47937258
0.0,40.0,20,1.0,1.0,1.0,1.0,1.0,4.0,4.0,성산일출봉,126.9405375,33.45913497
1.0,50.0,21,2.0,2.0,2.0,6.0,2.0,6.0,5.0,이정현돼지갈비강정 곽지본점,126.3050907,33.44927411
0.0,20.0,4,4.0,4.0,2.0,4.0,4.0,4.0,5.0,퍼시픽렌터카 제주지점,126.4984445,33.49934839
1.0,20.0,20,2.0,3.0,3.0,2.0,5.0,4.0,5.0,밤수지맨드라미,126.9484825,33.52071279
1.0,30.0,9,2.0,2.0,4.0,4.0,6.0,5.0,5.0,한라생태숲,126.5976996,33.43129334
1.0,30.0,24,4.0,1.0,6.0,3.0,3.0,7.0,4.0,유유자적,126.9576342,33.51627136
0.0,40.0,12,1.0,1.0,1.0,1.0,1.0,4.0,4.0,올레길 5코스(남원-쇠소깍 올레),126.6674399,33.27078076
0.0,40.0,33,1.0,1.0,1.0,1.0,1.0,4.0,5.0,피규어뮤지엄제주,126.3553565,33.28190641
1.0,20.0,9,3.0,3.0,3.0,5.0,2.0,6.0,4.0,공백,126.7150937,33.55339241
1.0,30.0,3,2.0,2.0,5.0,3.0,5.0,5.0,5.0,크림,126.523385,33.51742456
1.0,30.0,7,1.0,4.0,3.0,4.0,2.0,7.0,4.0,제주관덕정분식,126.5243201,33.51257038
1.0,50.0,10,3.0,4.0,4.0,2.0,4.0,7.0,3.0,동회천,,
1.0,20.0,12,7.0,1.0,7.0,7.0,7.0,1.0,4.0,아라,128.2649522,34.63281367
1.0,30.0,10,5.0,2.0,1.0,3.0,6.0,3.0,4.0,칠성로쇼핑거리,126.5254425,33.51436705
0.0,20.0,4,2.0,1.0,4.0,2.0,1.0,7.0,3.0,제주속으로,126.5146404,33.50975594
1.0,20.0,7,6.0,6.0,2.0,3.0,5.0,2.0,5.0,회뜰날,126.8381639,33.32510274
1.0,20.0,15,5.0,3.0,6.0,1.0,7.0,5.0,4.0,조림명가,126.5596397,33.24828364
1.0,20.0,13,3.0,3.0,4.0,3.0,6.0,3.0,4.0,제주특별자치도 민속자연사박물관,126.5315261,33.50634441
1.0,20.0,18,3.0,4.0,4.0,4.0,7.0,5.0,3.0,고씨주택,126.5283134,33.51491176
0.0,20.0,2,1.0,1.0,7.0,1.0,7.0,3.0,4.0,은빌레식당,126.6246915,33.25786673
1.0,20.0,23,2.0,2.0,3.0,6.0,6.0,7.0,3.0,선물고팡 협재점,126.2563397,33.40634815
1.0,20.0,8,4.0,5.0,3.0,5.0,5.0,2.0,5.0,어영공원,126.4864405,33.51731296
1.0,20.0,8,2.0,4.0,2.0,4.0,6.0,6.0,4.0,수목원테마파크,126.4882266,33.47060712
1.0,40.0,10,4.0,4.0,4.0,5.0,5.0,4.0,4.0,박수기정,126.3591728,33.23646662
0.0,30.0,26,1.0,4.0,6.0,5.0,6.0,6.0,5.0,델문도 김녕점,126.768403,33.56341122
1.0,20.0,14,1.0,1.0,6.0,4.0,1.0,7.0,5.0,우뭇개일번지,126.9352208,33.46311382
1.0,30.0,4,1.0,3.0,7.0,1.0,3.0,5.0,5.0,바다횟집,130.9085613,37.48270481
1.0,20.0,12,4.0,1.0,2.0,5.0,4.0,3.0,5.0,금오름,126.3058389,33.35457233
0.0,20.0,5,2.0,1.0,6.0,2.0,7.0,5.0,5.0,스시도모다찌 칠성점,126.5257918,33.51348663
1.0,30.0,3,1.0,4.0,4.0,1.0,1.0,7.0,5.0,초밥공장,126.7915416,33.55248806
1.0,20.0,7,2.0,2.0,4.0,2.0,6.0,2.0,4.0,홀라인,,
1.0,20.0,6,1.0,2.0,4.0,1.0,7.0,7.0,2.0,제주동문시장,126.5283034,33.51278396
1.0,20.0,21,5.0,2.0,3.0,6.0,4.0,3.0,3.0,이니스프리 제주하우스,126.2904426,33.30632987
1.0,20.0,12,3.0,4.0,2.0,2.0,5.0,4.0,5.0,지미봉,126.9024389,33.4993135
1.0,40.0,2,3.0,2.0,3.0,4.0,2.0,1.0,5.0,보룡제과,126.9152166,33.44800699
1.0,30.0,9,2.0,1.0,6.0,4.0,4.0,5.0,5.0,서울감자탕 서귀포2호점,126.7198016,33.27818778
1.0,40.0,12,4.0,1.0,1.0,7.0,7.0,7.0,5.0,SK행복충전 소명충전소,126.5473028,33.4560399
1.0,20.0,11,2.0,1.0,7.0,7.0,1.0,7.0,5.0,제주동문시장,126.5283034,33.51278396
1.0,20.0,14,1.0,4.0,1.0,3.0,7.0,1.0,3.0,하우마을레저,,
0.0,30.0,12,3.0,1.0,7.0,5.0,2.0,7.0,5.0,쇠소깍 인증센터,126.6233451,33.25227975
1.0,30.0,3,1.0,7.0,1.0,1.0,7.0,1.0,5.0,매미성,128.7049836,34.96808254
0.0,20.0,14,5.0,3.0,4.0,3.0,3.0,4.0,4.0,관음사,126.5581237,33.42374026
1.0,20.0,13,1.0,1.0,4.0,2.0,3.0,5.0,5.0,말로,126.6721081,33.42747677
1.0,30.0,31,3.0,2.0,3.0,2.0,6.0,4.0,5.0,제주축협 한우플라자,126.5428429,33.4860287
0.0,30.0,15,1.0,1.0,4.0,2.0,1.0,4.0,5.0,예원이네귤농장,126.4559255,33.46399972
0.0,20.0,2,1.0,1.0,4.0,1.0,1.0,7.0,5.0,한라산국립공원,126.5422209,33.37666556
0.0,40.0,13,1.0,3.0,1.0,3.0,4.0,5.0,4.0,승언2저수지,126.3572595,36.51915285
1.0,30.0,38,2.0,2.0,4.0,4.0,6.0,5.0,4.0,신의한모,126.408004,33.48538492
1.0,40.0,21,2.0,2.0,1.0,4.0,5.0,6.0,4.0,우도,126.9555823,33.50441997
1.0,20.0,36,2.0,2.0,7.0,4.0,3.0,5.0,3.0,바이제주,126.504123,33.51657358
1.0,40.0,3,6.0,1.0,6.0,6.0,6.0,2.0,5.0,중문대포주상절리대,126.4260174,33.23799399
1.0,30.0,7,4.0,5.0,1.0,1.0,1.0,7.0,5.0,이중섭미술관,126.564888,33.24590378
1.0,20.0,19,1.0,1.0,2.0,2.0,1.0,3.0,5.0,특별한렌트카,126.5002441,33.50303415
1.0,30.0,10,2.0,2.0,2.0,3.0,2.0,6.0,4.0,스타벅스 비프광장점,129.0280172,35.09896079
1.0,30.0,47,3.0,4.0,5.0,6.0,2.0,5.0,5.0,송악산둘레길,126.2930752,33.19682324
1.0,20.0,4,2.0,1.0,4.0,2.0,4.0,3.0,5.0,월미도,126.5992311,37.47173758
1.0,30.0,5,5.0,2.0,1.0,3.0,6.0,3.0,4.0,돼지촌,126.4833889,33.48381883
1.0,30.0,18,1.0,1.0,3.0,4.0,2.0,4.0,5.0,노형수퍼마켙,126.4553556,33.46482488
1.0,40.0,13,1.0,3.0,2.0,3.0,6.0,3.0,5.0,금오름,126.3058389,33.35457233
0.0,20.0,8,4.0,1.0,3.0,5.0,6.0,3.0,4.0,황우지해안,126.5505278,33.24146718
0.0,20.0,10,2.0,2.0,3.0,3.0,5.0,3.0,5.0,섭지코지,126.9306092,33.42393807
0.0,40.0,17,3.0,2.0,4.0,3.0,2.0,6.0,5.0,스누피가든,126.7796675,33.44335922
0.0,30.0,5,3.0,2.0,1.0,1.0,6.0,4.0,3.0,소소당양갱,126.3787991,33.32606409
0.0,40.0,3,1.0,4.0,3.0,3.0,3.0,6.0,4.0,협재해수욕장,126.2391575,33.39386608
0.0,30.0,23,2.0,2.0,1.0,2.0,3.0,4.0,5.0,랜디스도넛 제주애월점,126.3114282,33.46117162
0.0,30.0,21,1.0,4.0,6.0,5.0,6.0,6.0,5.0,제주월드컵경기장,126.5093811,33.24615163
1.0,20.0,4,4.0,4.0,4.0,4.0,4.0,4.0,3.0,홍마트 모슬포점,126.2524309,33.21953729
1.0,20.0,30,1.0,1.0,4.0,2.0,3.0,5.0,4.0,쇠소깍빵명장,126.622326,33.25269502
0.0,30.0,11,3.0,2.0,4.0,5.0,7.0,2.0,4.0,신형제횟집,128.2194514,34.84518093
1.0,20.0,4,4.0,3.0,4.0,2.0,6.0,7.0,2.0,인천차이나타운,126.618632,37.47553646
1.0,30.0,10,4.0,2.0,2.0,2.0,6.0,7.0,5.0,봉덕뜨락,126.22055,33.38475366
1.0,30.0,15,4.0,5.0,4.0,3.0,4.0,5.0,4.0,돌카롱 제주공항점,126.5136475,33.49851101
0.0,20.0,33,4.0,3.0,4.0,4.0,5.0,3.0,4.0,서귀포매일올레시장,126.5632316,33.25015006
1.0,30.0,44,4.0,1.0,7.0,7.0,4.0,7.0,4.0,성산연화,126.9324432,33.46185729
1.0,40.0,8,2.0,2.0,2.0,4.0,7.0,6.0,4.0,공새미59,126.6404249,33.26426972
0.0,30.0,19,3.0,2.0,4.0,5.0,7.0,2.0,5.0,보리암,127.9829505,34.75200462
1.0,20.0,7,2.0,2.0,4.0,3.0,4.0,5.0,4.0,탑동해안로,126.5234639,33.5176855
1.0,40.0,12,2.0,4.0,3.0,4.0,3.0,4.0,5.0,웨이포인트커피,126.5329148,33.50266755
0.0,20.0,5,1.0,1.0,4.0,4.0,3.0,2.0,5.0,옹심이,126.5920222,33.2623402
1.0,30.0,15,2.0,2.0,4.0,1.0,6.0,6.0,5.0,서귀포치유의숲,126.5279042,33.29193935
1.0,40.0,8,4.0,3.0,1.0,3.0,1.0,6.0,5.0,수망손칼국수,,
1.0,40.0,7,2.0,2.0,2.0,1.0,6.0,4.0,5.0,골목식당,,
0.0,40.0,7,1.0,2.0,2.0,5.0,1.0,6.0,4.0,제주산방산탄산온천,,
1.0,20.0,13,2.0,3.0,2.0,2.0,6.0,3.0,5.0,스시무사,126.2776084,33.44031668
1.0,30.0,27,3.0,4.0,5.0,6.0,2.0,5.0,4.0,정방폭포,126.5716053,33.24499661
0.0,20.0,7,2.0,2.0,6.0,2.0,2.0,6.0,5.0,중앙식당,126.334938,33.24669719
0.0,30.0,16,3.0,4.0,4.0,3.0,4.0,5.0,4.0,금능석물원,126.2268425,33.38486334
1.0,30.0,16,1.0,1.0,1.0,1.0,7.0,5.0,5.0,짱구분식,126.4904386,33.48344951
1.0,20.0,8,3.0,1.0,4.0,4.0,2.0,4.0,4.0,아쿠아플라넷 제주,126.9278459,33.43306804
1.0,30.0,10,1.0,1.0,1.0,2.0,1.0,7.0,5.0,다이소 제주동문시장점,126.5265139,33.51289975
1.0,40.0,10,4.0,1.0,1.0,7.0,7.0,7.0,3.0,낭뜰에쉼팡,126.6571313,33.47353715
1.0,30.0,23,2.0,1.0,2.0,4.0,2.0,7.0,5.0,서우봉,126.6775859,33.54584155
1.0,20.0,28,3.0,3.0,3.0,5.0,2.0,6.0,5.0,비양도,126.2273484,33.41027771
0.0,20.0,4,5.0,2.0,5.0,4.0,6.0,6.0,5.0,월정리해수욕장,126.7958051,33.55646939
0.0,20.0,19,7.0,2.0,7.0,1.0,7.0,7.0,4.0,거린사슴 전망대,126.4545632,33.3074571
0.0,20.0,20,2.0,1.0,3.0,3.0,2.0,5.0,5.0,쓰리원모터스,126.7504054,37.45148806
1.0,40.0,6,1.0,1.0,6.0,1.0,7.0,7.0,5.0,노루생태관찰원,126.6257974,33.44482063
0.0,30.0,10,6.0,2.0,2.0,7.0,7.0,3.0,4.0,스타벅스 제주중문점,126.4126826,33.25123699
1.0,20.0,21,2.0,3.0,4.0,5.0,5.0,5.0,4.0,중문대포주상절리대,126.4260174,33.23799399
1.0,30.0,13,2.0,2.0,3.0,2.0,1.0,7.0,5.0,스타벅스 성산일출봉점,126.9354899,33.46286872
1.0,50.0,16,2.0,2.0,2.0,6.0,2.0,6.0,5.0,서광춘희,126.3317264,33.28347664
1.0,30.0,50,3.0,2.0,4.0,4.0,4.0,5.0,5.0,서귀포매일올레시장,126.5632316,33.25015006
1.0,30.0,8,2.0,2.0,6.0,2.0,1.0,7.0,5.0,아이스크림옥,127.73542,34.73933963
1.0,20.0,14,2.0,3.0,5.0,4.0,5.0,2.0,3.0,성화주유소,126.5030278,33.51102171
1.0,20.0,28,2.0,3.0,5.0,3.0,2.0,6.0,5.0,고기에오르다,126.9351759,33.4656365
1.0,30.0,4,2.0,2.0,6.0,2.0,1.0,7.0,3.0,빵공장,127.6701533,34.74614231
1.0,30.0,18,1.0,5.0,4.0,3.0,4.0,6.0,5.0,성산일출봉,126.9405375,33.45913497
1.0,20.0,28,2.0,1.0,4.0,2.0,5.0,5.0,4.0,테네시테이블,126.8606875,33.52202461
1.0,20.0,4,6.0,3.0,6.0,2.0,3.0,3.0,5.0,타코나마타타,126.4145104,33.48650584
1.0,20.0,5,4.0,1.0,4.0,4.0,3.0,7.0,5.0,정이가네,126.9322509,33.4726792
1.0,30.0,2,5.0,6.0,6.0,7.0,4.0,6.0,5.0,소길다방,126.3794357,33.43881061
1.0,20.0,6,1.0,1.0,3.0,1.0,7.0,1.0,3.0,맨도롱또똣,126.6827824,33.49034819
1.0,20.0,21,2.0,2.0,4.0,4.0,3.0,4.0,4.0,장화리낙조마을,126.3805117,37.6230346
1.0,60.0,7,1.0,1.0,1.0,5.0,5.0,5.0,5.0,꽃지해수욕장,126.3360205,36.49718208
1.0,20.0,18,6.0,2.0,2.0,2.0,2.0,7.0,5.0,닭머르,126.6118969,33.53647489
0.0,40.0,28,4.0,7.0,3.0,5.0,5.0,6.0,5.0,스타벅스 제주함덕점,126.6685692,33.54251161
1.0,40.0,6,2.0,2.0,3.0,3.0,2.0,6.0,3.0,천일만두,126.5590877,33.2505015
0.0,20.0,2,5.0,2.0,3.0,3.0,4.0,5.0,5.0,모닥치기,126.5382925,33.49112207
1.0,30.0,17,3.0,4.0,3.0,4.0,3.0,3.0,4.0,스타벅스 제주함덕점,126.6685692,33.54251161
1.0,30.0,17,2.0,2.0,3.0,2.0,1.0,7.0,5.0,우도물들이 해녀의집,126.9504015,33.52291528
1.0,50.0,12,3.0,4.0,4.0,2.0,4.0,7.0,5.0,삼성혈,126.5287631,33.50442796
1.0,20.0,16,2.0,2.0,3.0,6.0,6.0,7.0,4.0,런던다락,126.2402599,33.39366006
0.0,30.0,3,5.0,1.0,4.0,2.0,2.0,5.0,4.0,조양방직,126.480346,37.74701224
1.0,20.0,17,4.0,1.0,7.0,5.0,2.0,6.0,5.0,미미국수,126.529854,33.50667707
1.0,20.0,26,6.0,3.0,6.0,2.0,3.0,3.0,4.0,성이시돌목장,126.3273211,33.34776988
1.0,30.0,9,4.0,1.0,2.0,2.0,3.0,6.0,5.0,중앙전통시장,128.4246424,34.84529376
1.0,20.0,10,2.0,5.0,1.0,3.0,4.0,3.0,5.0,나라국밥,126.4511357,33.49518267
0.0,40.0,8,2.0,6.0,1.0,1.0,7.0,5.0,4.0,국제통닭 신제주점,126.4784209,33.49105583
0.0,20.0,14,7.0,1.0,1.0,4.0,7.0,1.0,5.0,연돈볼카츠 제주사수점,126.479213,33.50955347
1.0,20.0,11,5.0,2.0,4.0,3.0,6.0,5.0,5.0,공육이육,126.6337701,33.49438744
0.0,30.0,8,2.0,2.0,4.0,5.0,2.0,6.0,5.0,숯불덮밥화리,126.4058019,33.42430866
1.0,30.0,13,2.0,4.0,2.0,2.0,6.0,3.0,4.0,김녕금속공예벽화마을,126.7464631,33.55801547
1.0,30.0,25,4.0,2.0,5.0,4.0,3.0,6.0,5.0,김재훈고사리육개장,126.5339235,33.48796095
1.0,20.0,7,4.0,2.0,3.0,2.0,6.0,5.0,5.0,스윗플랫폼,126.5287249,33.49875771
0.0,20.0,25,2.0,1.0,6.0,2.0,7.0,5.0,5.0,숙성도 노형점,126.485028,33.48503198
1.0,30.0,6,2.0,2.0,5.0,4.0,2.0,6.0,4.0,삼양해수욕장,126.5855373,33.52586702
1.0,20.0,21,3.0,3.0,3.0,5.0,2.0,6.0,5.0,세화해변,126.8602562,33.52514366
1.0,20.0,7,1.0,1.0,4.0,3.0,6.0,2.0,4.0,메가MGC커피 제주롯데시티점,126.4863236,33.48974367
1.0,30.0,8,2.0,4.0,5.0,2.0,5.0,4.0,3.0,카페부엌,128.6398709,34.77260543
0.0,30.0,27,1.0,4.0,6.0,5.0,6.0,6.0,5.0,제주동문시장,126.5283034,33.51278396
1.0,20.0,16,2.0,2.0,3.0,4.0,2.0,5.0,4.0,새별오름,126.3577307,33.36627759
1.0,30.0,4,4.0,4.0,4.0,4.0,4.0,4.0,5.0,한양식당,128.263635,34.63540882
1.0,40.0,4,6.0,4.0,6.0,6.0,4.0,3.0,3.0,CU 서귀영락해안도로점,126.2003504,33.24874652
0.0,50.0,4,4.0,3.0,3.0,2.0,2.0,7.0,5.0,우진해장국,126.5200013,33.5115169
1.0,20.0,6,4.0,1.0,5.0,5.0,3.0,6.0,5.0,신창풍차해안도로,126.174206,33.34308103
1.0,20.0,19,7.0,2.0,3.0,7.0,3.0,2.0,5.0,알제이,,
0.0,20.0,9,7.0,5.0,4.0,3.0,6.0,5.0,5.0,맥도날드 제주월드컵스타디움DT점,126.5073328,33.24938939
1.0,30.0,8,4.0,1.0,2.0,5.0,2.0,7.0,5.0,집시루트 원석판매,,
0.0,20.0,16,2.0,2.0,3.0,3.0,5.0,3.0,5.0,송난포구 안쪽 방파제,,
1.0,30.0,20,2.0,7.0,7.0,4.0,6.0,3.0,5.0,GS25 한라체육관점,126.5140969,33.49916553
0.0,30.0,3,2.0,4.0,3.0,1.0,1.0,1.0,5.0,사계소희네국수,126.3094888,33.2359591
0.0,20.0,9,2.0,2.0,3.0,2.0,2.0,6.0,4.0,세븐일레븐 제주교래로드점,126.6765763,33.43632787
1.0,30.0,15,4.0,3.0,5.0,5.0,5.0,6.0,5.0,제주동문시장,126.5283034,33.51278396
1.0,20.0,15,4.0,2.0,4.0,3.0,2.0,4.0,3.0,영화[인어공주]촬영지,,
1.0,30.0,11,4.0,4.0,4.0,4.0,4.0,4.0,4.0,덕동해수욕장,128.236802,34.63559017
1.0,30.0,12,4.0,1.0,4.0,5.0,6.0,6.0,4.0,후르츨리,126.2402874,33.393589
1.0,20.0,9,2.0,3.0,4.0,4.0,4.0,6.0,4.0,보말과풍경,126.2527698,33.22661519
1.0,20.0,10,2.0,3.0,5.0,4.0,5.0,2.0,4.0,곽지해수욕장,126.3046776,33.4506404
1.0,20.0,4,3.0,2.0,4.0,6.0,6.0,6.0,5.0,꽃밥,126.3085038,33.451512
1.0,30.0,26,1.0,3.0,7.0,1.0,3.0,5.0,5.0,시민제과,129.3646813,36.0383118
1.0,20.0,5,6.0,1.0,6.0,4.0,6.0,7.0,2.0,남문 숯불바베큐&치킨 신제주점,126.4903948,33.48394521
1.0,20.0,10,4.0,4.0,4.0,4.0,4.0,4.0,4.0,은영이네국수,126.4851005,33.49204847
1.0,40.0,4,1.0,4.0,3.0,4.0,2.0,7.0,5.0,한라산국립공원 성판악탐방로,126.5750287,33.37813103
0.0,30.0,30,2.0,1.0,5.0,4.0,3.0,7.0,4.0,드르쿰다in성산,126.9190809,33.4445023
0.0,20.0,45,4.0,1.0,6.0,7.0,2.0,7.0,4.0,제주동문재래야시장,126.5260174,33.51158875
1.0,20.0,22,3.0,2.0,6.0,6.0,6.0,6.0,4.0,제레미,126.3185544,33.46460907
0.0,20.0,18,2.0,2.0,3.0,3.0,6.0,6.0,4.0,조양방직,126.480346,37.74701224
1.0,30.0,31,4.0,4.0,3.0,4.0,4.0,2.0,5.0,김녕해수욕장,126.759314,33.55743886
1.0,30.0,34,4.0,2.0,2.0,4.0,2.0,7.0,5.0,황우지선녀탕,126.54889,33.23946324
1.0,30.0,5,5.0,6.0,6.0,7.0,4.0,6.0,4.0,메고지고떡창고 이도점,126.5467934,33.49356972
1.0,30.0,18,2.0,1.0,3.0,1.0,4.0,2.0,5.0,카페디캠,126.2255573,33.33911668
1.0,40.0,5,4.0,1.0,7.0,2.0,6.0,6.0,4.0,제주대학교 말산업전문인력양성센터,126.5634496,33.44727835
1.0,30.0,3,2.0,4.0,3.0,3.0,6.0,7.0,4.0,인천영종 a37 주택전시관,,
1.0,40.0,15,3.0,1.0,2.0,5.0,5.0,4.0,4.0,스카이온파이브다이닝,126.3177211,33.30758531
1.0,50.0,5,3.0,5.0,5.0,3.0,5.0,3.0,5.0,하논,126.5450403,33.251055
1.0,30.0,21,2.0,1.0,6.0,2.0,5.0,5.0,3.0,중앙로터리,126.5610348,33.25255509
