GENDER,AGE_GRP,VISIT_ORDER,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,DGSTFN,VISIT_AREA_NM,X_COORD,Y_COORD
1.0,20.0,17,4.0,1.0,3.0,2.0,7.0,4.0,3.0,이호테우해수욕장,126.4526908,33.4973768
0.0,30.0,20,2.0,4.0,4.0,3.0,3.0,4.0,4.0,텐저린267,126.6048963,33.51340355
1.0,30.0,55,4.0,1.0,7.0,7.0,4.0,7.0,4.0,스타벅스 제주용담DT점,126.4844801,33.51248673
1.0,50.0,7,4.0,2.0,2.0,2.0,3.0,6.0,5.0,함덕해수욕장,126.6692389,33.54306157
1.0,30.0,12,4.0,4.0,5.0,2.0,2.0,7.0,5.0,물항식당 본점,126.529084,33.51690901
1.0,30.0,14,2.0,2.0,5.0,4.0,2.0,6.0,4.0,아일랜드 프로젝트 성산,126.9346454,33.46154111
1.0,20.0,3,2.0,1.0,4.0,3.0,2.0,7.0,3.0,애월환해장성,126.3129313,33.46835297
1.0,30.0,10,4.0,1.0,7.0,7.0,2.0,2.0,2.0,용흥궁,126.485752,37.74791348
0.0,20.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,하늘안추모공원,127.023121,37.81007512
1.0,30.0,4,4.0,1.0,1.0,4.0,2.0,5.0,4.0,샤넬 제주팝업부티크,126.4080349,33.24743445
1.0,20.0,8,6.0,1.0,2.0,5.0,2.0,7.0,4.0,카멜리아힐,126.3700095,33.28963443
0.0,20.0,17,7.0,1.0,1.0,4.0,7.0,1.0,5.0,산지해장국,126.5285101,33.51634062
1.0,20.0,12,2.0,1.0,6.0,5.0,6.0,5.0,5.0,섬타르,126.478232,33.48758031
1.0,30.0,2,2.0,2.0,4.0,3.0,1.0,3.0,4.0,제스코마트 본점,126.529018,33.4801932
1.0,20.0,19,2.0,3.0,2.0,2.0,6.0,3.0,5.0,곽지해수욕장,126.3046732,33.45065751
1.0,20.0,6,2.0,2.0,3.0,4.0,2.0,5.0,5.0,오직흑돼지 공항본점,126.5062963,33.51521185
1.0,40.0,7,4.0,3.0,3.0,2.0,2.0,5.0,4.0,한림칼국수 공항점,126.4676239,33.47894482
1.0,20.0,16,2.0,1.0,4.0,3.0,2.0,7.0,5.0,곽지해수욕장,126.3046732,33.45065751
1.0,20.0,37,2.0,2.0,4.0,4.0,3.0,4.0,4.0,강화광성보,126.5298093,37.66514005
1.0,30.0,8,2.0,2.0,2.0,3.0,2.0,6.0,3.0,엔도케어약국,129.0250715,35.09743839
0.0,40.0,14,2.0,2.0,2.0,2.0,2.0,4.0,5.0,소풍정원,127.0185958,37.01114532
1.0,20.0,11,4.0,2.0,3.0,2.0,6.0,5.0,5.0,맥도날드 제주시청DT점,126.5331043,33.49564666
1.0,20.0,8,1.0,4.0,2.0,5.0,5.0,4.0,4.0,제주동문시장,126.5283034,33.51278396
1.0,30.0,14,4.0,2.0,2.0,4.0,2.0,7.0,5.0,천제연폭포,126.4183754,33.25267658
1.0,30.0,4,2.0,1.0,3.0,4.0,4.0,2.0,4.0,제주시새우리 제주점,126.5207376,33.5146122
0.0,30.0,12,4.0,4.0,4.0,4.0,4.0,4.0,5.0,제주동문시장,126.5283034,33.51278396
1.0,20.0,11,1.0,1.0,4.0,3.0,7.0,3.0,4.0,빨라쪼,,
1.0,40.0,9,4.0,1.0,7.0,2.0,6.0,6.0,5.0,씨라이프 다이빙샵,,
1.0,20.0,13,5.0,6.0,5.0,5.0,3.0,5.0,4.0,본태박물관,126.3924797,33.3037709
1.0,20.0,12,4.0,2.0,4.0,2.0,7.0,7.0,5.0,우도,126.9555823,33.50441997
1.0,30.0,14,2.0,1.0,3.0,4.0,4.0,2.0,4.0,제주도립김창열미술관,126.2686621,33.33906784
1.0,40.0,6,2.0,1.0,2.0,3.0,1.0,4.0,4.0,정이가네,126.5111235,33.25196317
0.0,20.0,22,4.0,2.0,2.0,5.0,7.0,4.0,5.0,맛나식당,126.9160786,33.44860083
1.0,20.0,13,4.0,1.0,2.0,5.0,4.0,3.0,4.0,신창풍차해안,126.1776275,33.34534328
1.0,20.0,21,1.0,4.0,1.0,6.0,7.0,7.0,5.0,협재해수욕장,126.2391575,33.39386608
0.0,20.0,13,5.0,2.0,3.0,3.0,4.0,5.0,5.0,오는정김밥,126.5676211,33.24959557
1.0,20.0,11,6.0,2.0,2.0,2.0,2.0,7.0,5.0,수목원길야시장,126.4878862,33.47014229
0.0,20.0,4,7.0,1.0,1.0,7.0,1.0,7.0,5.0,베이프큐 청라점,126.6530367,37.53551311
0.0,30.0,29,1.0,1.0,2.0,3.0,4.0,3.0,5.0,남쪽마녀의레시피,126.9586971,33.51971133
1.0,20.0,12,4.0,4.0,4.0,4.0,4.0,4.0,4.0,제주국제공항 JDC면세점,126.4928945,33.50696767
1.0,20.0,19,6.0,1.0,4.0,5.0,2.0,5.0,4.0,허니문하우스,126.5787127,33.24415532
1.0,20.0,34,1.0,2.0,1.0,4.0,2.0,6.0,4.0,곰막식당,126.7205096,33.55686867
0.0,20.0,16,5.0,3.0,4.0,3.0,3.0,4.0,4.0,백록담,126.5333432,33.3624195
1.0,30.0,15,1.0,1.0,1.0,5.0,1.0,7.0,5.0,협재해수욕장,126.2391575,33.39386608
1.0,40.0,2,2.0,2.0,2.0,2.0,6.0,3.0,5.0,한옥카페 갤러리도솔,126.5065739,37.64200543
0.0,30.0,13,5.0,1.0,4.0,2.0,2.0,5.0,1.0,난정저수지,126.2276469,37.78430477
1.0,20.0,8,2.0,3.0,6.0,4.0,2.0,3.0,5.0,쇠소깍,126.6224051,33.25424607
1.0,20.0,11,2.0,4.0,4.0,4.0,6.0,3.0,3.0,은희네해장국,126.4317221,33.25110094
0.0,30.0,20,6.0,2.0,2.0,7.0,7.0,3.0,5.0,제주동문재래시장,126.5260174,33.51158514
0.0,30.0,19,2.0,1.0,2.0,4.0,6.0,5.0,3.0,넉둥베기,126.5126165,33.50984537
1.0,30.0,5,1.0,1.0,1.0,1.0,7.0,5.0,5.0,릴로,126.8950829,33.49259414
1.0,20.0,5,1.0,1.0,4.0,1.0,7.0,6.0,3.0,귤당리,126.1961624,33.3630709
0.0,30.0,29,2.0,1.0,5.0,4.0,3.0,7.0,4.0,오늘은녹차한잔,126.7909911,33.3818346
1.0,20.0,5,2.0,1.0,7.0,2.0,6.0,6.0,4.0,빌라드샬롯 김포공항국내선청사3층점,126.8033549,37.55878586
1.0,30.0,4,1.0,1.0,3.0,4.0,2.0,4.0,2.0,예스렌트카,126.4783559,33.4999245
1.0,30.0,19,4.0,1.0,1.0,4.0,7.0,7.0,4.0,예그리나,126.5131228,33.51553819
1.0,20.0,13,3.0,2.0,4.0,6.0,6.0,5.0,5.0,아르떼뮤지엄 제주,126.3450106,33.39670048
0.0,50.0,6,1.0,1.0,6.0,1.0,2.0,4.0,3.0,참다랑어막주는집 제주삼화점,126.588911,33.51629974
1.0,20.0,24,2.0,1.0,7.0,2.0,6.0,6.0,4.0,파리바게뜨 제주공항점,126.492996,33.50673187
1.0,30.0,15,5.0,1.0,6.0,3.0,6.0,4.0,4.0,불특정식당,126.8446305,33.3753315
1.0,20.0,25,1.0,4.0,1.0,3.0,7.0,1.0,5.0,섭지코지,126.9306092,33.42393807
0.0,30.0,13,4.0,2.0,3.0,5.0,3.0,3.0,5.0,허니문하우스,126.5787127,33.24415532
0.0,40.0,35,1.0,7.0,7.0,7.0,7.0,7.0,3.0,아르떼뮤지엄 제주,126.3450106,33.39670048
1.0,20.0,10,4.0,2.0,4.0,4.0,2.0,6.0,5.0,곽지해수욕장,126.3046732,33.45065751
1.0,30.0,18,2.0,1.0,6.0,2.0,5.0,5.0,4.0,작가의산책길,126.5625103,33.24502266
1.0,20.0,14,2.0,3.0,3.0,2.0,4.0,7.0,4.0,씽씽전기자전거,126.2402821,33.39358807
0.0,20.0,2,3.0,3.0,2.0,2.0,6.0,3.0,5.0,금능해수욕장,126.2358899,33.39044882
0.0,30.0,14,2.0,4.0,4.0,3.0,3.0,4.0,4.0,에이바우트스타디움,126.5642374,33.50499058
0.0,40.0,19,2.0,2.0,2.0,2.0,1.0,7.0,5.0,오르다,126.9354016,33.46885806
0.0,40.0,9,3.0,2.0,5.0,2.0,5.0,6.0,5.0,월정리 어촌해양관광센터,126.7950779,33.5579432
1.0,30.0,24,5.0,1.0,6.0,4.0,1.0,7.0,4.0,동백돼지불백,126.6639525,33.27501086
1.0,30.0,59,4.0,1.0,4.0,5.0,6.0,6.0,5.0,올레길 10코스(화순-모슬포 올레),126.2932099,33.21689044
1.0,20.0,16,3.0,1.0,5.0,7.0,5.0,3.0,5.0,이승이오름,126.622239,33.34014979
1.0,20.0,10,4.0,2.0,4.0,4.0,6.0,6.0,5.0,로즈마린,126.5599995,33.24242792
0.0,20.0,26,4.0,1.0,6.0,5.0,1.0,2.0,5.0,루나폴,126.3222855,33.25413393
1.0,20.0,20,7.0,1.0,1.0,7.0,1.0,6.0,4.0,이호테우해수욕장,126.4526908,33.4973768
1.0,30.0,22,4.0,1.0,1.0,4.0,7.0,7.0,3.0,파리바게뜨 제주공항렌터카하우스점,126.4919499,33.50469721
1.0,20.0,11,1.0,1.0,2.0,2.0,1.0,3.0,5.0,송당의 아침,126.7836789,33.47156408
1.0,30.0,27,1.0,3.0,7.0,1.0,3.0,5.0,4.0,죽도시장,129.36839,36.03635459
1.0,20.0,12,1.0,2.0,4.0,1.0,7.0,7.0,4.0,광원,126.4847763,33.47264846
1.0,30.0,9,4.0,6.0,5.0,1.0,1.0,7.0,4.0,포도뮤지엄,126.3859695,33.31927276
0.0,40.0,4,2.0,6.0,1.0,1.0,7.0,5.0,5.0,김영미해장국,126.5347559,33.49004135
0.0,30.0,22,3.0,2.0,3.0,4.0,5.0,6.0,5.0,파도소리해녀촌,126.9488705,33.51976627
0.0,30.0,8,1.0,4.0,6.0,5.0,6.0,6.0,5.0,오후다섯시 두가지착각 조차도,126.6485621,33.5521233
1.0,20.0,12,2.0,2.0,4.0,2.0,6.0,2.0,4.0,비자숲힐링센터,,
1.0,30.0,21,2.0,2.0,2.0,3.0,6.0,5.0,5.0,큰엉,126.7047753,33.27320124
0.0,20.0,4,4.0,1.0,4.0,1.0,7.0,7.0,4.0,귀덕궤물동산,126.2894921,33.44261225
0.0,30.0,9,1.0,1.0,1.0,1.0,7.0,7.0,5.0,벙커하우스,126.519224,33.24046292
0.0,50.0,8,5.0,3.0,2.0,4.0,2.0,3.0,4.0,아주좋아,126.4929508,33.48697062
1.0,30.0,2,3.0,4.0,2.0,3.0,5.0,6.0,3.0,사거리사또집농산물,126.801354,33.39010684
1.0,30.0,7,4.0,4.0,1.0,1.0,7.0,5.0,5.0,1158족욕카페,126.3364998,33.46707849
1.0,30.0,15,4.0,3.0,2.0,4.0,6.0,1.0,4.0,맨도롱국수집,126.5595377,33.24851049
1.0,20.0,7,2.0,1.0,3.0,3.0,2.0,3.0,2.0,남도농산,126.5639612,33.24844313
0.0,20.0,11,1.0,2.0,6.0,2.0,7.0,3.0,5.0,연돈,126.4071581,33.25889529
1.0,20.0,6,2.0,1.0,3.0,3.0,2.0,3.0,5.0,깡통화덕 올레시장점,126.5638264,33.24921085
1.0,20.0,4,2.0,2.0,4.0,4.0,2.0,6.0,4.0,올레길 4코스(표선-남원 올레),126.787928,33.30481622
1.0,20.0,37,2.0,3.0,4.0,3.0,5.0,5.0,4.0,스타벅스 제주애월DT점,126.3487637,33.47275247
0.0,20.0,14,1.0,1.0,3.0,2.0,1.0,6.0,5.0,한경면 용수항 일대,126.164487,33.3229709
1.0,20.0,17,6.0,3.0,6.0,2.0,3.0,3.0,4.0,슬랩,126.2415935,33.39480422
1.0,30.0,3,1.0,1.0,2.0,2.0,7.0,5.0,5.0,만월당,126.7929628,33.55618338
1.0,50.0,12,2.0,4.0,2.0,5.0,2.0,6.0,3.0,조림명가,126.5596397,33.24828364
1.0,30.0,10,3.0,1.0,2.0,2.0,5.0,4.0,3.0,용천수탐방길,126.6306113,33.53705956
0.0,30.0,11,3.0,2.0,3.0,4.0,5.0,6.0,5.0,88버거,126.5671249,33.24924401
1.0,20.0,11,3.0,3.0,2.0,2.0,6.0,2.0,3.0,제주허브동산,126.8151851,33.33039389
0.0,20.0,16,1.0,2.0,6.0,2.0,7.0,3.0,4.0,스타벅스 제주협재점,126.2404138,33.39376017
1.0,20.0,6,6.0,1.0,6.0,4.0,6.0,7.0,4.0,중식당 화월랑,126.4903167,33.48368343
1.0,20.0,27,6.0,3.0,6.0,2.0,3.0,3.0,4.0,금오름,126.3058389,33.35457233
1.0,20.0,11,2.0,2.0,5.0,3.0,7.0,4.0,4.0,꽃담수제버거,126.9360707,33.46297721
1.0,40.0,9,6.0,4.0,6.0,6.0,4.0,3.0,3.0,안덕계곡,126.3525826,33.25720217
0.0,30.0,6,3.0,4.0,4.0,3.0,4.0,5.0,4.0,서광마을국수,126.4832086,33.51055745
1.0,30.0,4,7.0,1.0,1.0,3.0,7.0,7.0,4.0,해성마트,126.4197343,33.25425175
0.0,30.0,17,3.0,1.0,7.0,5.0,2.0,7.0,4.0,성산일출봉,126.9405375,33.45913497
0.0,20.0,6,4.0,1.0,3.0,6.0,6.0,2.0,5.0,어영공원,,
0.0,20.0,5,7.0,1.0,4.0,4.0,1.0,7.0,5.0,물항식당 본점,126.529084,33.51690901
1.0,40.0,12,2.0,2.0,3.0,3.0,2.0,6.0,3.0,본태박물관,126.3924797,33.3037709
1.0,20.0,11,4.0,1.0,4.0,5.0,7.0,7.0,5.0,중문더드림감귤,126.4063834,33.26158473
1.0,20.0,18,1.0,2.0,7.0,2.0,1.0,7.0,5.0,바이제주,126.504123,33.51657358
1.0,20.0,8,1.0,4.0,4.0,2.0,3.0,6.0,5.0,안친오름,126.7859587,33.47846622
0.0,20.0,43,6.0,7.0,2.0,4.0,7.0,1.0,4.0,원조미풍해장국 본점,126.5228807,33.51126656
1.0,20.0,25,5.0,3.0,6.0,6.0,2.0,6.0,5.0,노형수퍼마켙,126.4553556,33.46482488
1.0,20.0,7,2.0,2.0,3.0,3.0,3.0,6.0,3.0,강화전등사남문식당,126.4901709,37.63090414
1.0,30.0,10,2.0,1.0,3.0,1.0,4.0,2.0,5.0,금능어촌계복지회관,126.2277826,33.38987571
0.0,30.0,16,3.0,3.0,3.0,4.0,3.0,5.0,5.0,도두동무지개해안도로,126.4713384,33.50911801
1.0,30.0,40,4.0,1.0,4.0,5.0,6.0,6.0,5.0,카페멜록,126.3387007,33.46736794
1.0,20.0,5,1.0,1.0,7.0,1.0,4.0,7.0,4.0,RSG,127.0599659,37.54259209
1.0,30.0,5,3.0,1.0,1.0,3.0,7.0,1.0,5.0,산방산,126.3133696,33.2415643
0.0,20.0,10,4.0,4.0,5.0,3.0,5.0,4.0,4.0,오전열한시,126.394258,33.26675834
1.0,20.0,16,3.0,1.0,3.0,2.0,5.0,6.0,4.0,평대바다상점,126.8550252,33.52733755
1.0,20.0,2,1.0,4.0,2.0,5.0,5.0,4.0,3.0,컴포즈커피 군자점,127.0784419,37.55685307
0.0,30.0,11,4.0,4.0,5.0,2.0,7.0,2.0,4.0,기찬밥상,126.4386131,33.4610194
1.0,20.0,10,3.0,5.0,3.0,5.0,3.0,5.0,5.0,카페공작소,126.8598996,33.52464557
1.0,20.0,18,5.0,2.0,5.0,4.0,3.0,7.0,5.0,우도산호해변,126.9430478,33.50240607
1.0,20.0,30,3.0,3.0,3.0,5.0,2.0,6.0,5.0,훈데르트윈즈,126.9552356,33.49208951
1.0,30.0,24,3.0,1.0,6.0,3.0,5.0,7.0,5.0,졸띠체험승마,126.9190115,33.44981275
0.0,40.0,7,1.0,4.0,1.0,1.0,4.0,7.0,4.0,닭머르,126.6118969,33.53647489
1.0,20.0,4,2.0,1.0,6.0,3.0,5.0,7.0,4.0,족발야시장 제주노형점,126.478189,33.4875657
0.0,40.0,27,2.0,2.0,2.0,2.0,1.0,7.0,5.0,정통초밥,127.1543154,36.78975515
0.0,20.0,9,3.0,1.0,3.0,2.0,3.0,3.0,4.0,속골,126.5263479,33.24056959
0.0,20.0,4,3.0,5.0,5.0,3.0,7.0,4.0,5.0,안면도쥬라기박물관,126.3106942,36.60928333
0.0,30.0,13,4.0,1.0,4.0,4.0,7.0,4.0,5.0,신도시정육식당,126.5119818,33.25084672
0.0,40.0,22,2.0,2.0,2.0,2.0,1.0,7.0,4.0,제주동문재래시장,126.5260174,33.51158514
0.0,20.0,16,2.0,2.0,3.0,2.0,2.0,6.0,3.0,가시아방국수,126.9180648,33.43860508
1.0,30.0,36,1.0,1.0,7.0,1.0,1.0,7.0,5.0,제주향토음식점,,
0.0,40.0,11,1.0,3.0,3.0,3.0,5.0,3.0,5.0,역전할머니맥주,126.6656191,33.54165167
0.0,20.0,11,2.0,3.0,2.0,3.0,6.0,5.0,5.0,대천항수산시장,126.508703,36.32649824
1.0,30.0,22,1.0,5.0,4.0,3.0,4.0,6.0,5.0,본태박물관,126.3924797,33.3037709
0.0,20.0,5,2.0,1.0,2.0,2.0,6.0,5.0,5.0,세븐일레븐 성산라마다호텔점,126.9172736,33.44960783
1.0,40.0,5,1.0,1.0,1.0,1.0,7.0,7.0,5.0,작가의산책길,126.5625103,33.24502266
1.0,30.0,53,3.0,2.0,4.0,4.0,4.0,5.0,5.0,한림민속5일시장,126.2741627,33.42018579
1.0,30.0,28,3.0,4.0,5.0,6.0,2.0,5.0,4.0,천지연폭포,126.5545223,33.24721232
1.0,40.0,22,2.0,1.0,6.0,2.0,2.0,7.0,4.0,성산일출봉,126.9405375,33.45913497
1.0,40.0,9,4.0,1.0,1.0,7.0,7.0,7.0,5.0,절물자연휴양림,126.6280113,33.43915259
1.0,50.0,5,2.0,6.0,6.0,2.0,5.0,3.0,4.0,금산산장,127.9806784,34.75158307
1.0,20.0,12,2.0,3.0,3.0,2.0,5.0,4.0,5.0,독고집 성산본점,126.9158085,33.44869532
0.0,30.0,23,1.0,4.0,6.0,5.0,6.0,6.0,5.0,한라산국립공원 어승생악탐방로,126.4940197,33.39518859
1.0,30.0,13,3.0,3.0,3.0,3.0,4.0,5.0,5.0,올레일품,126.5673601,33.24593404
0.0,30.0,20,1.0,1.0,2.0,1.0,2.0,4.0,3.0,성포끝집,128.5256974,34.922408
1.0,20.0,6,1.0,1.0,1.0,1.0,1.0,2.0,3.0,보메와산 감귤체험농장,126.680191,33.48455506
0.0,30.0,6,4.0,4.0,5.0,2.0,7.0,2.0,5.0,월정리해수욕장,126.7958051,33.55646939
0.0,20.0,13,1.0,4.0,2.0,3.0,1.0,6.0,4.0,돌산공원,127.7399278,34.73054715
0.0,20.0,8,2.0,2.0,4.0,1.0,5.0,2.0,4.0,보편적카페,128.3883618,34.81315423
1.0,20.0,14,1.0,1.0,1.0,1.0,1.0,2.0,4.0,다랑쉬오름,126.8215359,33.47768586
1.0,50.0,5,2.0,4.0,2.0,5.0,2.0,6.0,5.0,서귀피안베이커리,126.9219747,33.4352536
1.0,20.0,19,2.0,2.0,1.0,4.0,7.0,4.0,5.0,제주중문관광단지,126.4207342,33.24583526
0.0,30.0,3,2.0,5.0,2.0,2.0,6.0,2.0,5.0,카페아오오,126.879959,33.37909439
1.0,60.0,2,1.0,1.0,1.0,5.0,5.0,5.0,4.0,맥도날드 충남보령DT점,126.5890096,36.34167797
1.0,30.0,47,3.0,2.0,4.0,4.0,4.0,5.0,5.0,한라산국립공원 관음사지구안내소,126.5497309,33.42160393
1.0,30.0,34,4.0,3.0,2.0,4.0,6.0,1.0,5.0,소천지,126.5912648,33.23907593
0.0,40.0,26,1.0,4.0,3.0,1.0,7.0,4.0,5.0,도두봉,126.4683501,33.50798635
0.0,40.0,7,1.0,1.0,4.0,2.0,6.0,2.0,5.0,이호테우해수욕장,126.4526908,33.4973768
0.0,30.0,28,3.0,2.0,3.0,4.0,5.0,6.0,5.0,보문사,126.3127147,33.23668384
1.0,20.0,4,2.0,2.0,7.0,4.0,3.0,5.0,4.0,카페한라산,126.8630255,33.52478251
0.0,20.0,17,4.0,1.0,7.0,4.0,7.0,2.0,5.0,협재가게,126.2402969,33.39312384
1.0,20.0,8,2.0,2.0,3.0,3.0,5.0,5.0,5.0,가르송티미드 제주,126.2563646,33.40582087
1.0,20.0,19,6.0,1.0,2.0,4.0,2.0,5.0,4.0,하르방짬뽕,126.4124501,33.48248222
0.0,20.0,24,1.0,1.0,3.0,2.0,1.0,6.0,5.0,일빈관,126.269424,33.41498646
0.0,30.0,13,2.0,3.0,2.0,3.0,6.0,5.0,5.0,중문색달해수욕장,126.4114987,33.24503815
1.0,30.0,23,2.0,2.0,3.0,3.0,3.0,4.0,5.0,온다정,126.243402,33.39697005
0.0,20.0,21,2.0,1.0,3.0,3.0,2.0,5.0,5.0,인천둘레길 6코스,126.738832,37.42694829
0.0,20.0,15,2.0,1.0,4.0,2.0,1.0,7.0,5.0,넉둥베기,126.5126165,33.50984537
1.0,20.0,18,4.0,4.0,7.0,4.0,6.0,4.0,3.0,니모메,126.4309214,33.49370123
1.0,20.0,6,4.0,1.0,4.0,2.0,7.0,3.0,4.0,제부도 빨간등대,126.6220928,37.17945831
1.0,30.0,50,4.0,1.0,7.0,7.0,4.0,7.0,3.0,산굼부리,126.693832,33.43257409
1.0,30.0,23,4.0,2.0,2.0,4.0,2.0,7.0,4.0,서귀포매일올레시장,126.5632316,33.25015006
1.0,40.0,5,4.0,4.0,4.0,5.0,5.0,4.0,5.0,유동커피,126.5638003,33.24452588
1.0,40.0,5,2.0,1.0,6.0,2.0,2.0,7.0,4.0,새빌,127.3031026,37.4574862
1.0,30.0,3,7.0,1.0,1.0,7.0,7.0,7.0,4.0,산방산탄산온천,126.2987822,33.24902672
0.0,30.0,15,3.0,3.0,3.0,4.0,3.0,5.0,5.0,제주에가면,126.5180032,33.51470978
1.0,50.0,8,2.0,4.0,2.0,5.0,2.0,6.0,4.0,보문사,126.3127147,33.23668384
1.0,40.0,3,1.0,7.0,1.0,1.0,7.0,7.0,4.0,수산봉,126.3845559,33.47301361
1.0,50.0,6,2.0,6.0,6.0,2.0,5.0,3.0,4.0,고운동천,127.7611083,35.24821773
0.0,30.0,5,4.0,1.0,1.0,1.0,1.0,4.0,5.0,함덕해수욕장,126.6692389,33.54306157
0.0,40.0,15,1.0,3.0,3.0,3.0,5.0,3.0,3.0,올레길 20코스(김녕-하도 올레),126.8054717,33.5542454
1.0,30.0,24,5.0,2.0,5.0,4.0,5.0,1.0,5.0,소섬전복,126.9650897,33.49882225
0.0,30.0,18,2.0,3.0,2.0,1.0,5.0,1.0,3.0,국수마당 본점,126.5321927,33.50807077
1.0,40.0,17,2.0,2.0,2.0,6.0,5.0,5.0,5.0,이프,,
1.0,20.0,19,1.0,1.0,5.0,4.0,5.0,4.0,5.0,돈향기,126.5270319,33.51581928
1.0,20.0,13,2.0,1.0,6.0,4.0,6.0,1.0,4.0,헤븐리,126.7140975,33.27683586
1.0,20.0,10,2.0,1.0,4.0,4.0,5.0,6.0,3.0,카페갤럭시아,126.3103554,33.23381446
1.0,40.0,10,3.0,6.0,6.0,2.0,6.0,6.0,5.0,포도뮤지엄,126.3859695,33.31927276
1.0,30.0,23,4.0,1.0,4.0,5.0,6.0,6.0,5.0,새별오름,126.3577307,33.36627759
1.0,50.0,20,2.0,4.0,4.0,5.0,2.0,5.0,4.0,빨간집 성산점,126.9152355,33.44841633
1.0,20.0,5,1.0,1.0,4.0,1.0,4.0,7.0,4.0,스타벅스 제주공항DT점,126.5053546,33.50062487
1.0,30.0,8,6.0,3.0,4.0,3.0,6.0,6.0,3.0,세븐일레븐 거제터미널점,128.6243394,34.8902624
1.0,20.0,3,2.0,1.0,4.0,5.0,6.0,6.0,5.0,도두동무지개해안도로,126.4713384,33.50911801
1.0,20.0,49,2.0,3.0,4.0,3.0,5.0,5.0,5.0,올래국수 본점,126.4972672,33.49152862
1.0,50.0,16,3.0,5.0,5.0,3.0,5.0,3.0,5.0,서귀포칠십리축제,126.5670447,33.24199372
1.0,20.0,5,4.0,1.0,4.0,4.0,6.0,6.0,4.0,코인SB노래연습장,126.5294815,33.49913474
1.0,30.0,6,4.0,1.0,4.0,4.0,2.0,4.0,5.0,성산일출봉,126.9405375,33.45913497
0.0,20.0,11,2.0,4.0,4.0,3.0,3.0,7.0,5.0,중문관광단지 충전소,126.3979884,33.26304196
0.0,20.0,6,3.0,2.0,3.0,3.0,3.0,2.0,5.0,두산봉,126.8873917,33.47711944
1.0,20.0,5,3.0,2.0,6.0,2.0,2.0,6.0,4.0,남당항대하축제,126.4699361,36.53930123
0.0,20.0,19,2.0,2.0,4.0,2.0,6.0,5.0,4.0,용이식당,126.5604798,33.25108167
1.0,20.0,10,1.0,2.0,7.0,2.0,1.0,7.0,5.0,외돌개,126.5448623,33.23903382
0.0,20.0,8,6.0,3.0,2.0,4.0,7.0,2.0,5.0,바당샌드,126.5204943,33.51442734
1.0,20.0,6,2.0,3.0,4.0,3.0,5.0,5.0,5.0,비자림,126.8099875,33.49040837
0.0,20.0,5,1.0,1.0,2.0,3.0,5.0,4.0,5.0,녹근로33,126.3143351,33.41572968
0.0,20.0,15,5.0,2.0,5.0,4.0,6.0,6.0,4.0,비터버터,,
0.0,20.0,20,4.0,4.0,2.0,4.0,4.0,4.0,5.0,오전열한시,126.394258,33.26675834
0.0,20.0,26,4.0,1.0,6.0,5.0,3.0,3.0,5.0,천지연폭포,126.5545223,33.24721232
1.0,20.0,25,1.0,1.0,1.0,1.0,7.0,7.0,5.0,김녕오라이,126.7551984,33.55775807
1.0,30.0,14,4.0,2.0,1.0,5.0,2.0,1.0,3.0,제주칠성로,126.5253755,33.51324522
1.0,20.0,18,4.0,4.0,4.0,4.0,2.0,5.0,5.0,공회당,126.8999781,33.4933916
0.0,50.0,11,1.0,1.0,1.0,2.0,7.0,1.0,3.0,똣똣,126.9049145,33.40523954
1.0,30.0,6,4.0,1.0,3.0,6.0,2.0,6.0,5.0,세미양오름,126.5622968,33.43911118
1.0,30.0,57,3.0,4.0,5.0,6.0,2.0,5.0,5.0,우진해장국,126.5200013,33.5115169
1.0,30.0,29,4.0,2.0,2.0,4.0,2.0,7.0,4.0,스타벅스 서귀포올레점,126.5637174,33.24827277
1.0,30.0,9,2.0,2.0,2.0,3.0,2.0,6.0,4.0,부평깡통시장,129.0258803,35.10211459
1.0,20.0,24,1.0,1.0,1.0,1.0,7.0,7.0,5.0,제주시 한동리,,
1.0,30.0,17,1.0,3.0,7.0,1.0,3.0,5.0,5.0,저동커피,130.9095395,37.49627295
1.0,20.0,12,1.0,2.0,2.0,2.0,3.0,5.0,4.0,모뉴에트,126.9022249,33.49148199
1.0,40.0,8,4.0,2.0,4.0,4.0,1.0,7.0,4.0,서귀포매일올레시장,126.5632316,33.25015006
0.0,30.0,11,2.0,3.0,2.0,1.0,5.0,1.0,4.0,스누피가든,126.7796675,33.44335922
1.0,30.0,18,3.0,4.0,3.0,5.0,6.0,3.0,3.0,송악산해물라면,126.2909974,33.20846395
1.0,40.0,22,4.0,1.0,1.0,7.0,7.0,7.0,5.0,진아떡집,126.5283808,33.51239658
1.0,30.0,70,4.0,1.0,4.0,5.0,6.0,6.0,4.0,용머리해안,126.3147366,33.23165676
1.0,20.0,10,2.0,1.0,7.0,7.0,1.0,7.0,5.0,산지해장국,126.5285101,33.51634062
1.0,20.0,4,4.0,4.0,4.0,4.0,4.0,4.0,5.0,제주스럽닭 서귀포올레점,126.5626084,33.24427285
1.0,40.0,10,1.0,1.0,1.0,1.0,7.0,7.0,5.0,새연교,126.558886,33.23853254
