GENDER,AGE_GRP,VISIT_ORDER,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,DGSTFN,VISIT_AREA_NM
1.0,30.0,15,1.0,1.0,7.0,1.0,1.0,7.0,5.0,종달리 고망난돌 쉼터
1.0,30.0,24,2.0,2.0,3.0,2.0,1.0,7.0,5.0,씨리얼
1.0,30.0,11,4.0,4.0,4.0,4.0,4.0,4.0,5.0,하라케케
1.0,20.0,12,1.0,1.0,5.0,4.0,5.0,4.0,5.0,비밀의숲
1.0,20.0,4,4.0,1.0,2.0,5.0,4.0,3.0,5.0,런던다락
1.0,30.0,25,4.0,2.0,5.0,4.0,6.0,5.0,4.0,정방폭포
1.0,30.0,11,4.0,2.0,2.0,2.0,6.0,7.0,5.0,썸의시작
0.0,30.0,7,4.0,4.0,4.0,4.0,4.0,4.0,5.0,제주문화예술진흥원 제주문예회관
1.0,20.0,13,3.0,3.0,3.0,3.0,6.0,5.0,4.0,더런드리 제주세화점
1.0,20.0,14,2.0,2.0,4.0,4.0,3.0,4.0,4.0,진달래섬
0.0,20.0,10,4.0,1.0,6.0,5.0,3.0,3.0,5.0,볕이드는곳벧디
0.0,30.0,4,3.0,2.0,2.0,4.0,2.0,5.0,4.0,동복관광체험어장
0.0,40.0,8,3.0,2.0,5.0,3.0,2.0,6.0,4.0,사라봉
1.0,40.0,2,3.0,2.0,2.0,4.0,2.0,6.0,5.0,평양면옥돼지갈비 목감점
1.0,20.0,8,4.0,1.0,7.0,5.0,2.0,6.0,5.0,함덕해수욕장
0.0,30.0,15,4.0,1.0,5.0,6.0,3.0,2.0,5.0,한라산컨트리클럽
0.0,40.0,10,1.0,3.0,3.0,3.0,5.0,3.0,4.0,함덕해수욕장
0.0,20.0,7,2.0,1.0,6.0,2.0,7.0,5.0,4.0,성산일출봉농협하나로마트
0.0,30.0,16,2.0,2.0,4.0,5.0,2.0,6.0,4.0,뚱보아저씨
1.0,20.0,22,2.0,3.0,5.0,4.0,5.0,2.0,4.0,올레길 13코스(용수-저지 올레)
1.0,20.0,19,1.0,4.0,1.0,6.0,7.0,7.0,5.0,바다상점
0.0,30.0,5,4.0,4.0,4.0,4.0,6.0,6.0,5.0,카페블루하우스모슬포
0.0,40.0,4,1.0,4.0,3.0,3.0,3.0,6.0,4.0,마크사이공 제주
1.0,20.0,2,1.0,7.0,2.0,2.0,1.0,7.0,5.0,신세계백화점 타임스퀘어점
0.0,40.0,49,1.0,3.0,3.0,3.0,5.0,3.0,5.0,돌빌레
1.0,20.0,16,3.0,3.0,3.0,5.0,2.0,6.0,4.0,호자
1.0,40.0,2,1.0,3.0,2.0,3.0,6.0,3.0,5.0,제주현대미술관
0.0,30.0,10,1.0,6.0,1.0,6.0,7.0,4.0,5.0,외돌개
1.0,20.0,34,4.0,5.0,2.0,1.0,5.0,7.0,5.0,CU 제주터미널점
0.0,40.0,7,2.0,6.0,6.0,2.0,3.0,5.0,5.0,짜이다방
1.0,60.0,8,7.0,5.0,5.0,7.0,6.0,1.0,4.0,미국마을과 용문사
1.0,20.0,15,6.0,1.0,6.0,4.0,6.0,7.0,5.0,삼양해수욕장
0.0,30.0,6,1.0,1.0,4.0,1.0,7.0,7.0,5.0,협재해수욕장
1.0,20.0,20,2.0,1.0,4.0,2.0,6.0,5.0,5.0,유람위드북스
1.0,30.0,7,2.0,2.0,2.0,3.0,6.0,5.0,4.0,카페봄봄 제주서귀남원점
1.0,20.0,34,4.0,2.0,4.0,2.0,7.0,7.0,5.0,호탕
1.0,20.0,3,3.0,4.0,2.0,2.0,5.0,4.0,4.0,월정리해수욕장
1.0,30.0,26,4.0,5.0,3.0,2.0,7.0,2.0,5.0,평화와평화
0.0,20.0,3,5.0,2.0,3.0,3.0,4.0,5.0,5.0,우도
1.0,20.0,4,2.0,3.0,2.0,2.0,5.0,1.0,5.0,포센트애월
1.0,60.0,4,3.0,2.0,3.0,3.0,2.0,6.0,4.0,아르떼뮤지엄 제주
0.0,40.0,3,1.0,1.0,7.0,1.0,3.0,6.0,5.0,BMW드라이빙센터
1.0,20.0,28,2.0,1.0,7.0,1.0,6.0,4.0,4.0,비어수다
1.0,30.0,11,4.0,4.0,4.0,4.0,4.0,4.0,5.0,화순항
1.0,40.0,7,2.0,2.0,2.0,6.0,5.0,5.0,4.0,영실국수
1.0,20.0,27,1.0,7.0,1.0,1.0,7.0,1.0,5.0,카페테
0.0,20.0,20,4.0,2.0,7.0,7.0,7.0,5.0,5.0,테라로사 서귀포점
1.0,20.0,7,1.0,1.0,1.0,3.0,1.0,7.0,3.0,GS25 연초럭키점
0.0,20.0,32,4.0,4.0,2.0,4.0,4.0,4.0,5.0,할방이네
1.0,30.0,25,3.0,2.0,3.0,2.0,6.0,4.0,3.0,스타벅스 제주애월DT점
1.0,20.0,24,4.0,1.0,3.0,2.0,7.0,4.0,5.0,신흥해수욕장
0.0,30.0,11,2.0,5.0,6.0,4.0,6.0,1.0,3.0,발랄한맥주
1.0,30.0,25,2.0,1.0,6.0,3.0,2.0,5.0,4.0,드링킹타이거
1.0,30.0,18,1.0,7.0,1.0,1.0,7.0,4.0,4.0,다정이네 올레시장본점
1.0,20.0,3,6.0,4.0,2.0,2.0,6.0,4.0,5.0,그건그렇고
1.0,20.0,29,2.0,1.0,5.0,2.0,4.0,5.0,4.0,고집돌우럭 함덕점
1.0,30.0,2,3.0,1.0,4.0,4.0,2.0,3.0,4.0,한림민속5일시장
0.0,40.0,25,1.0,3.0,3.0,3.0,5.0,3.0,4.0,오는정김밥
1.0,30.0,23,3.0,4.0,5.0,6.0,2.0,5.0,5.0,바다어멍
0.0,20.0,9,1.0,1.0,1.0,3.0,6.0,7.0,5.0,월정리해수욕장
1.0,40.0,16,4.0,1.0,1.0,7.0,7.0,7.0,5.0,중문대포주상절리대
0.0,30.0,6,3.0,3.0,5.0,2.0,2.0,6.0,3.0,감귤박물관
1.0,30.0,7,2.0,2.0,3.0,2.0,1.0,7.0,4.0,스타벅스 성산일출봉점
0.0,40.0,4,2.0,1.0,4.0,2.0,4.0,2.0,5.0,협재해수욕장
1.0,30.0,4,1.0,1.0,4.0,2.0,5.0,3.0,2.0,우진해장국
0.0,20.0,4,4.0,4.0,5.0,3.0,5.0,4.0,4.0,올레길 7-1코스(월드컵경기장-서귀포 올레)
0.0,30.0,19,4.0,1.0,3.0,3.0,4.0,2.0,5.0,보스코
1.0,20.0,11,2.0,1.0,7.0,6.0,1.0,7.0,4.0,에그인선셋
1.0,20.0,20,3.0,5.0,1.0,3.0,3.0,2.0,4.0,클랭블루
0.0,20.0,11,5.0,2.0,5.0,4.0,6.0,6.0,5.0,파리바게뜨 제주공항점
1.0,20.0,9,2.0,1.0,7.0,6.0,6.0,5.0,4.0,무인제주
1.0,30.0,24,2.0,2.0,6.0,2.0,1.0,7.0,3.0,여행집
0.0,30.0,8,3.0,4.0,4.0,3.0,4.0,5.0,5.0,카페진정성 종점
1.0,20.0,13,5.0,3.0,6.0,1.0,7.0,5.0,5.0,마시오름
1.0,30.0,6,2.0,2.0,3.0,3.0,3.0,4.0,3.0,장한철 생가
1.0,30.0,15,2.0,4.0,2.0,2.0,6.0,3.0,1.0,제주밭담테마공원
0.0,30.0,8,3.0,3.0,3.0,3.0,5.0,3.0,4.0,이중섭거리
1.0,30.0,11,2.0,2.0,3.0,3.0,5.0,6.0,4.0,하우목동항
1.0,30.0,19,4.0,1.0,6.0,3.0,3.0,7.0,3.0,성산일출봉농협하나로마트
1.0,30.0,18,4.0,3.0,2.0,4.0,6.0,1.0,5.0,천지연폭포
1.0,20.0,9,4.0,1.0,1.0,3.0,1.0,7.0,5.0,푸르곤
0.0,50.0,6,1.0,6.0,2.0,6.0,3.0,4.0,5.0,마시랑카페
1.0,20.0,14,2.0,1.0,6.0,5.0,3.0,7.0,3.0,에브리바디빈티지 본점
1.0,30.0,22,4.0,2.0,2.0,3.0,6.0,5.0,5.0,제주중문관광단지
0.0,20.0,6,6.0,7.0,2.0,4.0,7.0,1.0,3.0,제주동문시장
1.0,20.0,2,1.0,1.0,1.0,3.0,1.0,7.0,4.0,기가마트
1.0,30.0,12,4.0,5.0,3.0,2.0,7.0,2.0,5.0,다락방카페
1.0,30.0,20,2.0,4.0,1.0,3.0,5.0,2.0,3.0,맛의고수
0.0,30.0,24,5.0,4.0,4.0,5.0,3.0,5.0,4.0,준바이크
1.0,30.0,27,4.0,2.0,5.0,4.0,3.0,6.0,5.0,파리바게뜨 제주공항렌터카하우스점
0.0,20.0,9,2.0,2.0,4.0,3.0,6.0,7.0,4.0,관산식당
0.0,20.0,11,2.0,2.0,1.0,1.0,4.0,6.0,5.0,뽈살집 제주본점
1.0,20.0,4,3.0,4.0,2.0,2.0,5.0,4.0,4.0,타코마씸
1.0,20.0,14,1.0,1.0,5.0,4.0,5.0,4.0,5.0,성산일출봉
0.0,20.0,11,1.0,1.0,2.0,3.0,5.0,4.0,4.0,우도
0.0,20.0,20,7.0,1.0,4.0,4.0,1.0,7.0,3.0,제주동문시장
1.0,30.0,12,3.0,2.0,4.0,4.0,4.0,5.0,5.0,행원환해장성
1.0,20.0,8,4.0,2.0,5.0,4.0,4.0,7.0,3.0,시키
0.0,30.0,8,2.0,5.0,2.0,2.0,6.0,2.0,4.0,마틴스키친
0.0,30.0,5,4.0,3.0,2.0,2.0,4.0,5.0,4.0,약천사
1.0,30.0,18,2.0,2.0,5.0,4.0,2.0,6.0,5.0,윤활
1.0,30.0,2,2.0,2.0,5.0,4.0,6.0,7.0,4.0,신엄해녀의집
1.0,30.0,24,2.0,1.0,6.0,2.0,5.0,5.0,5.0,정방사
1.0,30.0,34,4.0,2.0,5.0,4.0,6.0,5.0,5.0,인디언키친
1.0,20.0,6,2.0,2.0,3.0,3.0,5.0,5.0,5.0,애월작업실
1.0,20.0,16,3.0,1.0,1.0,3.0,1.0,6.0,4.0,할머니떡집
1.0,30.0,16,4.0,2.0,2.0,4.0,2.0,7.0,4.0,서귀포매일올레시장
0.0,20.0,8,5.0,6.0,7.0,3.0,4.0,3.0,5.0,강화전쟁박물관
1.0,30.0,14,2.0,1.0,2.0,4.0,2.0,7.0,5.0,스누피가든
1.0,20.0,15,1.0,1.0,4.0,1.0,4.0,4.0,5.0,선녀상회
1.0,20.0,30,3.0,4.0,4.0,4.0,7.0,5.0,5.0,할라라운지
0.0,30.0,15,3.0,4.0,4.0,3.0,4.0,5.0,4.0,금능제면소
1.0,30.0,6,2.0,7.0,7.0,4.0,6.0,3.0,5.0,파리바게뜨 제주공항렌터카하우스점
1.0,40.0,7,6.0,4.0,7.0,7.0,6.0,5.0,4.0,산방연대
1.0,20.0,8,2.0,3.0,2.0,2.0,6.0,3.0,3.0,스타벅스 제주시청점
1.0,40.0,13,1.0,6.0,6.0,2.0,6.0,6.0,5.0,태하농협하나로마트
1.0,40.0,26,2.0,3.0,5.0,3.0,2.0,6.0,5.0,산방산탄산온천
0.0,40.0,33,3.0,2.0,5.0,3.0,2.0,6.0,4.0,맥도날드 제주월드컵스타디움DT점
1.0,20.0,21,2.0,3.0,2.0,4.0,2.0,7.0,5.0,금능해수욕장
1.0,40.0,10,3.0,1.0,2.0,5.0,5.0,4.0,5.0,고집돌우럭 중문점
0.0,20.0,5,2.0,2.0,1.0,1.0,4.0,6.0,5.0,맵수다 제원점
1.0,50.0,10,4.0,1.0,3.0,3.0,4.0,7.0,5.0,법화사
1.0,20.0,11,1.0,4.0,2.0,5.0,5.0,4.0,5.0,중문수두리보말칼국수
1.0,20.0,7,2.0,2.0,5.0,3.0,7.0,4.0,5.0,섭지코지
1.0,20.0,17,6.0,1.0,4.0,5.0,2.0,5.0,5.0,제주명가두루치기
0.0,20.0,7,4.0,4.0,5.0,3.0,5.0,4.0,1.0,네모바지선
0.0,30.0,9,3.0,2.0,2.0,4.0,2.0,5.0,4.0,위미항
1.0,20.0,28,5.0,2.0,3.0,6.0,4.0,3.0,5.0,델문도
1.0,20.0,8,4.0,2.0,4.0,4.0,2.0,6.0,3.0,공백
0.0,20.0,10,6.0,1.0,1.0,4.0,1.0,7.0,5.0,한라수목원
1.0,20.0,16,2.0,1.0,7.0,6.0,6.0,5.0,5.0,금능해수욕장
1.0,20.0,15,5.0,3.0,6.0,6.0,2.0,6.0,5.0,제주김만복 애월점
0.0,30.0,8,1.0,6.0,1.0,6.0,7.0,4.0,4.0,정방폭포
0.0,20.0,25,4.0,4.0,2.0,4.0,4.0,4.0,5.0,고이정 본점
1.0,20.0,25,4.0,2.0,4.0,2.0,7.0,7.0,2.0,어덜트밤비노
0.0,20.0,11,4.0,3.0,4.0,4.0,5.0,3.0,4.0,스타벅스 서귀포올레점
1.0,20.0,6,2.0,2.0,4.0,3.0,4.0,5.0,5.0,자매국수 본점
1.0,20.0,10,4.0,4.0,2.0,2.0,6.0,7.0,5.0,순아
0.0,40.0,7,2.0,2.0,2.0,2.0,1.0,7.0,5.0,산지해장국
0.0,20.0,13,4.0,1.0,3.0,6.0,6.0,2.0,5.0,신창풍차해안
1.0,20.0,20,1.0,2.0,7.0,2.0,1.0,7.0,3.0,돈사돈 중문점
1.0,30.0,13,1.0,7.0,1.0,1.0,7.0,4.0,5.0,비자림
1.0,20.0,24,2.0,4.0,4.0,5.0,6.0,6.0,5.0,이호테우해수욕장
0.0,60.0,4,1.0,1.0,1.0,5.0,1.0,6.0,3.0,영종쌈밥
0.0,20.0,8,5.0,1.0,1.0,4.0,1.0,7.0,5.0,9.81파크
1.0,20.0,32,2.0,2.0,4.0,4.0,3.0,4.0,4.0,온수리조
1.0,30.0,12,4.0,1.0,7.0,7.0,4.0,7.0,3.0,용머리해안
1.0,30.0,7,1.0,7.0,1.0,1.0,2.0,6.0,4.0,누옥
1.0,40.0,11,3.0,3.0,3.0,5.0,5.0,5.0,5.0,롯데호텔 제주
1.0,20.0,9,6.0,2.0,6.0,2.0,6.0,6.0,4.0,둘레길 중문본점
1.0,30.0,30,4.0,1.0,4.0,5.0,6.0,6.0,5.0,올레길 16코스(고내-광령 올레)
1.0,30.0,23,4.0,1.0,3.0,6.0,2.0,6.0,4.0,바이러닉 에스프레소바 제주도점
0.0,40.0,10,2.0,1.0,1.0,2.0,6.0,6.0,4.0,푸더매 제주
0.0,30.0,2,1.0,1.0,4.0,1.0,7.0,7.0,5.0,은희네해장국 본점
0.0,20.0,23,4.0,3.0,4.0,4.0,5.0,3.0,4.0,스쿠터앤프리존
1.0,20.0,20,4.0,1.0,5.0,3.0,5.0,6.0,3.0,우진해장국
1.0,30.0,3,2.0,1.0,3.0,4.0,2.0,4.0,4.0,홀드커피
1.0,20.0,15,3.0,3.0,2.0,2.0,6.0,2.0,5.0,우도
1.0,20.0,31,2.0,5.0,5.0,5.0,4.0,5.0,4.0,함덕해수욕장
1.0,30.0,2,4.0,4.0,5.0,4.0,6.0,7.0,4.0,김민성셰프베이커리
0.0,20.0,14,1.0,1.0,4.0,2.0,1.0,7.0,4.0,제주중앙지하상가
1.0,30.0,7,4.0,6.0,5.0,1.0,1.0,7.0,5.0,예스렌트카
0.0,40.0,38,1.0,7.0,7.0,7.0,7.0,7.0,4.0,우마담풍하
1.0,30.0,3,2.0,4.0,3.0,2.0,4.0,2.0,3.0,넥슨컴퓨터박물관
1.0,30.0,7,2.0,2.0,6.0,6.0,6.0,7.0,2.0,여미지식물원
1.0,20.0,9,2.0,3.0,4.0,3.0,5.0,5.0,5.0,표선해수욕장
1.0,30.0,18,2.0,3.0,4.0,3.0,4.0,5.0,4.0,이호테우해수욕장
1.0,30.0,13,1.0,1.0,4.0,1.0,4.0,3.0,5.0,해월정 제주공항점
0.0,30.0,8,2.0,2.0,6.0,6.0,2.0,2.0,5.0,사라봉
1.0,20.0,26,2.0,2.0,4.0,4.0,3.0,4.0,4.0,고려궁지
1.0,20.0,17,2.0,2.0,3.0,6.0,6.0,7.0,4.0,스타벅스 제주애월DT점
1.0,30.0,11,3.0,4.0,3.0,5.0,6.0,3.0,4.0,도두동무지개해안도로
1.0,20.0,7,1.0,4.0,2.0,5.0,5.0,4.0,4.0,진이토종닭
0.0,40.0,20,1.0,1.0,2.0,3.0,2.0,4.0,5.0,촛대암
0.0,40.0,12,3.0,2.0,5.0,2.0,5.0,6.0,5.0,아부오름
0.0,20.0,4,4.0,1.0,5.0,1.0,6.0,1.0,5.0,조아렌트카
1.0,30.0,21,2.0,1.0,6.0,2.0,7.0,6.0,3.0,에이스렌트카
1.0,20.0,8,4.0,4.0,4.0,4.0,7.0,1.0,5.0,장화리 일몰조망지
1.0,20.0,9,2.0,4.0,7.0,3.0,6.0,3.0,4.0,시안
1.0,20.0,32,2.0,1.0,5.0,2.0,4.0,5.0,5.0,수목원테마파크
0.0,20.0,10,5.0,2.0,3.0,3.0,4.0,5.0,3.0,오브젝트 제주선흘점
1.0,30.0,13,1.0,1.0,4.0,1.0,4.0,7.0,5.0,차돌집
0.0,20.0,2,1.0,1.0,4.0,4.0,7.0,7.0,5.0,고사리식당
1.0,20.0,2,1.0,2.0,2.0,2.0,3.0,5.0,4.0,한옥마을 전주비빔밥 울산공항점
0.0,20.0,6,2.0,2.0,1.0,1.0,4.0,6.0,4.0,제주시청
1.0,20.0,7,2.0,1.0,4.0,4.0,6.0,6.0,4.0,모구리오름
0.0,30.0,3,4.0,1.0,1.0,1.0,1.0,4.0,5.0,우진해장국
1.0,20.0,13,4.0,1.0,4.0,4.0,6.0,6.0,5.0,커피템플
0.0,20.0,23,4.0,2.0,4.0,5.0,2.0,4.0,4.0,탑동해안로
1.0,20.0,10,4.0,1.0,3.0,2.0,7.0,4.0,4.0,서귀포매일올레시장
1.0,20.0,17,6.0,1.0,2.0,5.0,2.0,7.0,4.0,제주관광공사 지정면세점
1.0,30.0,40,3.0,2.0,4.0,4.0,4.0,5.0,5.0,스토브온 제주
1.0,30.0,6,4.0,1.0,1.0,4.0,7.0,7.0,4.0,제주고기국수만세국수
0.0,30.0,13,1.0,1.0,7.0,1.0,1.0,7.0,2.0,제주동문시장
0.0,20.0,18,4.0,2.0,4.0,5.0,2.0,4.0,5.0,금복식당
1.0,40.0,2,2.0,6.0,4.0,1.0,1.0,2.0,5.0,애월연어 안덕점
1.0,20.0,11,7.0,1.0,7.0,4.0,3.0,7.0,5.0,바이러닉 에스프레소바 제주도점
1.0,30.0,34,2.0,1.0,6.0,3.0,2.0,5.0,4.0,한담해안산책로
1.0,30.0,37,2.0,3.0,6.0,5.0,7.0,7.0,4.0,숙성도 함덕점
0.0,50.0,3,1.0,1.0,6.0,2.0,6.0,1.0,5.0,화순금모래해수욕장 수영장
1.0,20.0,4,3.0,2.0,1.0,1.0,6.0,2.0,4.0,오설록티뮤지엄
1.0,40.0,6,2.0,2.0,2.0,2.0,6.0,5.0,4.0,김녕해수욕장
1.0,30.0,10,3.0,4.0,5.0,6.0,2.0,5.0,5.0,도두해녀의집
0.0,40.0,2,1.0,4.0,1.0,1.0,4.0,7.0,4.0,우동카덴
1.0,20.0,9,2.0,2.0,4.0,4.0,3.0,4.0,4.0,스트롱파이어
1.0,20.0,7,4.0,4.0,4.0,4.0,5.0,6.0,2.0,박지도
1.0,20.0,33,2.0,1.0,1.0,1.0,6.0,4.0,4.0,용두암
1.0,30.0,9,1.0,7.0,1.0,1.0,2.0,6.0,5.0,톰톰카레
1.0,20.0,11,3.0,2.0,4.0,6.0,6.0,6.0,3.0,제주통일관
0.0,20.0,3,1.0,1.0,1.0,3.0,6.0,7.0,5.0,산지해장국
1.0,30.0,6,2.0,4.0,3.0,2.0,4.0,2.0,4.0,이룸갤러리
1.0,40.0,6,2.0,4.0,3.0,4.0,3.0,4.0,5.0,스위츠커피바
1.0,40.0,8,2.0,2.0,2.0,1.0,6.0,4.0,4.0,귤림서원
1.0,20.0,16,2.0,3.0,5.0,3.0,2.0,6.0,5.0,마라도
1.0,20.0,19,1.0,2.0,2.0,2.0,3.0,5.0,4.0,비자림
0.0,30.0,11,2.0,2.0,4.0,2.0,3.0,4.0,5.0,중문국수나라
1.0,20.0,11,3.0,4.0,2.0,3.0,5.0,5.0,3.0,올레길 10코스(화순-모슬포 올레)
1.0,30.0,13,1.0,2.0,1.0,4.0,3.0,5.0,5.0,이호테우등대
1.0,40.0,27,1.0,6.0,6.0,2.0,6.0,6.0,5.0,만광식당
0.0,40.0,29,1.0,7.0,7.0,7.0,7.0,7.0,3.0,맛나식당
1.0,20.0,20,2.0,3.0,6.0,1.0,6.0,6.0,3.0,카페빠네띠에
1.0,20.0,11,2.0,1.0,4.0,2.0,6.0,5.0,5.0,유람위드북스
1.0,20.0,4,4.0,1.0,7.0,5.0,2.0,6.0,5.0,신해바라기분식 한라대점
0.0,30.0,10,4.0,2.0,5.0,3.0,2.0,3.0,3.0,만장굴
1.0,30.0,5,2.0,1.0,4.0,2.0,5.0,7.0,4.0,삼대국수회관 본점
1.0,20.0,19,4.0,2.0,2.0,3.0,6.0,6.0,4.0,곽지해수욕장
1.0,20.0,4,2.0,1.0,4.0,3.0,2.0,7.0,3.0,애월카페거리
1.0,30.0,8,4.0,4.0,4.0,4.0,4.0,4.0,5.0,알동네집 화순점
1.0,20.0,13,7.0,1.0,7.0,4.0,3.0,7.0,5.0,말고기연구소
0.0,20.0,22,6.0,2.0,5.0,6.0,2.0,7.0,5.0,스타벅스 서면로R점
1.0,40.0,18,2.0,2.0,1.0,4.0,5.0,6.0,4.0,플레이스캠프제주
1.0,20.0,12,4.0,1.0,3.0,2.0,7.0,4.0,5.0,황우지선녀탕
0.0,40.0,8,1.0,1.0,2.0,3.0,2.0,4.0,5.0,독도
0.0,20.0,35,4.0,3.0,4.0,4.0,5.0,3.0,4.0,다정이네 올레시장본점
0.0,20.0,23,4.0,4.0,2.0,4.0,4.0,4.0,5.0,판포리아
1.0,30.0,14,2.0,4.0,2.0,2.0,6.0,3.0,5.0,쯔루네
0.0,30.0,22,2.0,3.0,2.0,3.0,6.0,5.0,5.0,서귀포치유의숲
0.0,20.0,9,7.0,1.0,4.0,4.0,1.0,7.0,5.0,골목식당
0.0,30.0,12,2.0,2.0,1.0,2.0,3.0,4.0,4.0,동수악
1.0,30.0,36,3.0,2.0,4.0,4.0,4.0,5.0,5.0,제주관광공사 지정면세점
0.0,30.0,10,2.0,4.0,4.0,3.0,3.0,4.0,3.0,함덕빵명장
1.0,20.0,27,2.0,6.0,4.0,4.0,6.0,7.0,5.0,올레길 21코스
1.0,20.0,11,1.0,2.0,7.0,2.0,1.0,7.0,5.0,서귀포제트보트
1.0,40.0,6,4.0,1.0,1.0,7.0,1.0,7.0,4.0,만덕이네
1.0,20.0,10,4.0,4.0,4.0,4.0,4.0,4.0,5.0,하도해변
1.0,30.0,10,3.0,4.0,3.0,4.0,3.0,3.0,5.0,비자림
0.0,30.0,14,1.0,1.0,4.0,4.0,7.0,7.0,5.0,지리산국립공원 중산리(칼바위)코스
1.0,20.0,13,3.0,2.0,2.0,1.0,7.0,7.0,5.0,배롱개
0.0,30.0,9,5.0,4.0,4.0,5.0,3.0,5.0,4.0,제주아트서커스
0.0,20.0,14,1.0,1.0,1.0,1.0,7.0,7.0,5.0,나리촌식당
1.0,20.0,5,1.0,7.0,1.0,1.0,7.0,1.0,5.0,삼양해수욕장
1.0,20.0,15,1.0,1.0,5.0,6.0,2.0,5.0,4.0,월령선인장군락지
1.0,30.0,6,2.0,3.0,4.0,1.0,4.0,5.0,3.0,함덕별장
1.0,20.0,13,1.0,1.0,1.0,1.0,1.0,2.0,4.0,벵디
0.0,20.0,10,2.0,2.0,4.0,2.0,6.0,5.0,2.0,제주전복김밥
0.0,40.0,8,1.0,2.0,2.0,4.0,2.0,4.0,3.0,제주민군복합형관광미항
0.0,20.0,22,3.0,2.0,4.0,2.0,7.0,2.0,3.0,플레이커피랩
1.0,20.0,13,3.0,1.0,3.0,2.0,5.0,6.0,5.0,스누피가든
1.0,20.0,14,2.0,1.0,1.0,1.0,6.0,4.0,5.0,지미봉
1.0,40.0,23,1.0,6.0,6.0,2.0,6.0,6.0,5.0,태하항
1.0,20.0,7,2.0,1.0,7.0,4.0,5.0,5.0,5.0,빽다방베이커리 제주사수점
1.0,30.0,26,5.0,1.0,6.0,6.0,6.0,7.0,4.0,서귀포매일올레시장
1.0,20.0,13,4.0,1.0,1.0,4.0,7.0,2.0,5.0,오렌다핏
1.0,20.0,12,1.0,1.0,4.0,1.0,7.0,6.0,4.0,곽지해수욕장
0.0,40.0,5,7.0,1.0,1.0,7.0,7.0,3.0,5.0,아서원
1.0,20.0,5,6.0,2.0,2.0,2.0,2.0,7.0,5.0,비양놀
1.0,30.0,5,3.0,4.0,2.0,3.0,5.0,6.0,5.0,제주참숯가마찜질방
1.0,30.0,10,1.0,1.0,4.0,2.0,5.0,3.0,5.0,한라산국립공원 관음사탐방로
1.0,20.0,6,4.0,3.0,5.0,3.0,3.0,5.0,5.0,하와
1.0,20.0,16,2.0,3.0,4.0,5.0,5.0,5.0,3.0,중문솥뚜껑
1.0,40.0,20,6.0,2.0,2.0,4.0,6.0,2.0,4.0,늘봄흑돼지
1.0,20.0,10,2.0,1.0,3.0,3.0,2.0,3.0,4.0,육도담 서귀포점
1.0,20.0,9,2.0,3.0,5.0,4.0,5.0,2.0,4.0,새별오름
1.0,20.0,4,4.0,1.0,4.0,2.0,7.0,3.0,3.0,양지치즈조개구이활어회
1.0,20.0,25,4.0,1.0,7.0,5.0,6.0,7.0,5.0,시보야
0.0,20.0,20,6.0,7.0,2.0,4.0,7.0,1.0,4.0,스타벅스 제주성산DT점
0.0,20.0,3,2.0,1.0,6.0,2.0,7.0,5.0,4.0,엔제리너스 김포공항1층점
1.0,40.0,6,6.0,4.0,7.0,7.0,6.0,5.0,3.0,사락
1.0,30.0,6,4.0,1.0,4.0,3.0,5.0,5.0,5.0,섬아이
1.0,30.0,9,2.0,3.0,4.0,3.0,4.0,5.0,4.0,커피먹는고냉이
1.0,30.0,4,1.0,1.0,1.0,1.0,7.0,5.0,5.0,붉은오름자연휴양림
1.0,30.0,26,4.0,1.0,4.0,5.0,6.0,6.0,4.0,카페태희
1.0,30.0,7,4.0,3.0,5.0,5.0,5.0,6.0,4.0,우도고고씽
0.0,30.0,17,1.0,4.0,6.0,5.0,6.0,6.0,5.0,쇠소깍
0.0,20.0,28,4.0,1.0,6.0,5.0,3.0,3.0,5.0,제주동문재래야시장
1.0,30.0,8,2.0,2.0,3.0,3.0,5.0,6.0,5.0,우도한바퀴
0.0,30.0,4,1.0,4.0,6.0,5.0,6.0,6.0,5.0,은희네해장국 이도점
0.0,30.0,4,2.0,4.0,4.0,3.0,3.0,4.0,4.0,섭섭이네
1.0,40.0,6,2.0,2.0,2.0,2.0,1.0,5.0,4.0,새연교
0.0,20.0,17,2.0,2.0,2.0,2.0,2.0,2.0,5.0,화성식당
1.0,20.0,5,4.0,4.0,4.0,4.0,4.0,4.0,3.0,카페봄봄 안덕화순점
0.0,20.0,29,4.0,1.0,6.0,7.0,2.0,7.0,5.0,하양한
1.0,20.0,12,5.0,3.0,6.0,6.0,2.0,6.0,5.0,온기
1.0,30.0,20,2.0,1.0,3.0,1.0,4.0,2.0,5.0,올레길 13코스(용수-저지 올레)
1.0,20.0,6,2.0,1.0,3.0,2.0,3.0,5.0,5.0,무지개 해안도로
0.0,30.0,36,4.0,1.0,1.0,1.0,1.0,4.0,5.0,씨사이드 애월하귀점
0.0,20.0,17,4.0,1.0,6.0,5.0,3.0,3.0,5.0,한림공원
1.0,30.0,16,2.0,2.0,2.0,2.0,6.0,5.0,3.0,해녀박물관
1.0,30.0,28,3.0,1.0,6.0,3.0,5.0,7.0,5.0,허니문하우스
