GENDER,AGE_GRP,VISIT_ORDER,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,DGSTFN,VISIT_AREA_NM
0.0,30.0,16,4.0,1.0,4.0,4.0,7.0,4.0,5.0,이호테우해수욕장
1.0,20.0,19,4.0,3.0,5.0,3.0,3.0,5.0,3.0,쇠소깍전통나룻배 카약체험지점
1.0,20.0,19,3.0,1.0,4.0,4.0,5.0,2.0,5.0,천지연폭포
1.0,20.0,20,2.0,3.0,4.0,4.0,4.0,6.0,4.0,몽그레 제주공항점
1.0,30.0,6,5.0,2.0,5.0,4.0,5.0,1.0,4.0,노형수퍼마켙
1.0,20.0,9,2.0,6.0,4.0,4.0,6.0,7.0,4.0,여름문구사
0.0,30.0,2,2.0,2.0,6.0,6.0,2.0,2.0,5.0,용담생국수
1.0,30.0,16,1.0,1.0,2.0,2.0,7.0,5.0,5.0,스트롱베리
1.0,20.0,20,6.0,1.0,2.0,5.0,2.0,7.0,3.0,올레길 8코스(월평-대평 올레)
1.0,30.0,22,2.0,7.0,7.0,4.0,6.0,3.0,5.0,수월봉전기자전거 차귀도점
1.0,20.0,43,4.0,2.0,4.0,2.0,7.0,7.0,5.0,허니문하우스
1.0,20.0,5,5.0,5.0,5.0,3.0,5.0,6.0,4.0,도두동무지개해안도로
1.0,30.0,13,1.0,1.0,7.0,1.0,1.0,7.0,3.0,면수동흑돼지
1.0,20.0,22,1.0,1.0,5.0,4.0,5.0,4.0,5.0,카페나모나모
0.0,40.0,20,2.0,2.0,3.0,3.0,6.0,2.0,5.0,중국집마씸
0.0,30.0,7,3.0,2.0,4.0,2.0,1.0,2.0,4.0,후프바베큐
1.0,20.0,2,2.0,2.0,2.0,6.0,2.0,7.0,4.0,요기소바 본점
1.0,50.0,7,4.0,1.0,3.0,3.0,4.0,7.0,5.0,상효원튤립축제
0.0,20.0,18,4.0,2.0,2.0,5.0,7.0,4.0,5.0,싱싱잇
0.0,30.0,2,2.0,3.0,1.0,2.0,1.0,7.0,5.0,곰막식당
1.0,20.0,10,3.0,2.0,2.0,1.0,7.0,7.0,3.0,산지해장국
1.0,20.0,29,3.0,1.0,3.0,2.0,5.0,6.0,4.0,기쁨이네해물탕&돌솥밥
1.0,20.0,23,2.0,1.0,5.0,2.0,4.0,5.0,4.0,휴애리자연생활공원
0.0,30.0,7,1.0,1.0,4.0,1.0,7.0,7.0,5.0,일품순두부 한림점
0.0,40.0,8,1.0,6.0,6.0,6.0,5.0,6.0,4.0,탑동해안로
0.0,20.0,5,4.0,3.0,4.0,4.0,5.0,3.0,4.0,벌크커피 삼도점
1.0,20.0,2,2.0,5.0,1.0,3.0,4.0,3.0,5.0,서귀포매일올레시장
1.0,20.0,5,1.0,1.0,1.0,1.0,1.0,2.0,4.0,비케이브
1.0,20.0,11,2.0,2.0,6.0,3.0,6.0,6.0,4.0,퍼시픽렌터카 제주지점
0.0,30.0,10,1.0,1.0,4.0,4.0,7.0,7.0,5.0,남해독일마을
1.0,20.0,7,2.0,4.0,2.0,4.0,6.0,6.0,5.0,협재해수욕장
1.0,40.0,5,3.0,3.0,2.0,2.0,3.0,2.0,3.0,정방폭포
1.0,20.0,4,1.0,1.0,4.0,3.0,7.0,3.0,4.0,플레이스엉물
1.0,20.0,13,6.0,2.0,6.0,2.0,6.0,6.0,4.0,새빌
1.0,30.0,23,1.0,1.0,7.0,1.0,1.0,7.0,4.0,종달수다뜰
1.0,20.0,14,7.0,4.0,7.0,7.0,6.0,6.0,4.0,조반물
0.0,30.0,4,1.0,1.0,1.0,1.0,7.0,1.0,5.0,신천목장
0.0,30.0,14,2.0,1.0,5.0,4.0,3.0,7.0,4.0,신창풍차해안
1.0,30.0,10,4.0,4.0,4.0,4.0,4.0,4.0,3.0,제주민속촌
1.0,20.0,3,2.0,1.0,7.0,4.0,5.0,5.0,5.0,제주동문시장
1.0,30.0,8,2.0,2.0,3.0,2.0,1.0,7.0,4.0,성산일출봉
1.0,20.0,9,3.0,1.0,3.0,2.0,5.0,6.0,4.0,경미네집
1.0,30.0,5,1.0,1.0,1.0,2.0,1.0,7.0,5.0,맛나부러
1.0,30.0,9,4.0,4.0,1.0,1.0,7.0,5.0,5.0,칠성로쇼핑거리
1.0,20.0,6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,피즈버거 노형점
1.0,40.0,3,2.0,2.0,2.0,1.0,6.0,4.0,4.0,제주시산림조합 나무시장
1.0,30.0,2,2.0,2.0,6.0,6.0,6.0,7.0,3.0,원앤온리
1.0,30.0,7,1.0,2.0,6.0,3.0,4.0,4.0,4.0,롱플레이제주
1.0,20.0,8,2.0,3.0,3.0,2.0,5.0,4.0,5.0,보내다제주
1.0,20.0,17,5.0,3.0,6.0,1.0,7.0,5.0,5.0,중문색달해수욕장
1.0,20.0,16,7.0,1.0,7.0,7.0,7.0,1.0,5.0,통영밥상식당
1.0,30.0,21,1.0,2.0,6.0,3.0,4.0,4.0,4.0,문도지오름
0.0,50.0,10,2.0,4.0,5.0,2.0,4.0,4.0,3.0,피그농원 제주점
1.0,20.0,5,3.0,4.0,2.0,2.0,5.0,4.0,4.0,올레길 20코스(김녕-하도 올레)
1.0,30.0,18,4.0,2.0,5.0,4.0,3.0,6.0,5.0,애월리순메밀막국수
0.0,20.0,11,4.0,4.0,2.0,4.0,4.0,4.0,5.0,오크라
1.0,30.0,9,3.0,4.0,3.0,5.0,6.0,3.0,3.0,로맨틱새우
0.0,30.0,4,1.0,1.0,2.0,1.0,2.0,4.0,5.0,해금강유람선
1.0,30.0,25,3.0,4.0,5.0,6.0,2.0,5.0,4.0,쇠소깍
1.0,20.0,14,2.0,6.0,4.0,4.0,6.0,7.0,5.0,썬샤인워크
0.0,20.0,13,3.0,2.0,4.0,2.0,7.0,2.0,4.0,서귀포매일올레시장
1.0,30.0,9,1.0,1.0,3.0,4.0,1.0,7.0,4.0,해오반
1.0,30.0,16,4.0,2.0,2.0,3.0,6.0,5.0,5.0,카페노티드 제주애월
0.0,20.0,3,4.0,1.0,6.0,5.0,1.0,2.0,3.0,서귀포매일올레시장
1.0,30.0,14,3.0,4.0,3.0,4.0,3.0,3.0,4.0,비수기애호가
1.0,30.0,18,2.0,1.0,6.0,2.0,7.0,6.0,3.0,아부오름
1.0,20.0,5,5.0,4.0,3.0,3.0,5.0,4.0,5.0,태웃개
1.0,20.0,8,7.0,2.0,3.0,7.0,3.0,2.0,5.0,오드씽
0.0,20.0,8,2.0,2.0,3.0,3.0,5.0,3.0,5.0,윌라라
1.0,20.0,27,5.0,2.0,4.0,3.0,6.0,5.0,3.0,삼양해수욕장
0.0,40.0,7,7.0,5.0,6.0,7.0,4.0,6.0,4.0,너븐숭이4.3기념관
0.0,30.0,14,5.0,1.0,4.0,2.0,2.0,5.0,4.0,보문사
1.0,30.0,39,4.0,1.0,7.0,7.0,4.0,7.0,4.0,연돈볼카츠 제주성산일출봉점
1.0,20.0,30,5.0,2.0,4.0,3.0,6.0,5.0,4.0,선물고팡 제주공항점
0.0,40.0,5,1.0,2.0,2.0,2.0,2.0,3.0,5.0,마크사이공 제주
1.0,30.0,21,2.0,2.0,5.0,3.0,5.0,5.0,5.0,아라리오뮤지엄 동문모텔2
1.0,20.0,8,2.0,3.0,7.0,4.0,6.0,3.0,4.0,세화해변
1.0,20.0,16,2.0,1.0,4.0,5.0,6.0,7.0,5.0,반띵
1.0,20.0,2,3.0,2.0,2.0,7.0,1.0,3.0,3.0,월드컵약국
0.0,30.0,7,2.0,3.0,3.0,4.0,3.0,6.0,5.0,새별오름
1.0,30.0,17,4.0,3.0,5.0,5.0,5.0,6.0,4.0,백약이오름
1.0,20.0,20,2.0,3.0,7.0,4.0,6.0,3.0,5.0,광치기해변
1.0,20.0,30,2.0,3.0,5.0,3.0,2.0,6.0,5.0,섭지코지
1.0,20.0,11,2.0,6.0,4.0,4.0,6.0,7.0,4.0,톰톰카레
1.0,20.0,30,1.0,4.0,1.0,3.0,7.0,1.0,4.0,스타벅스 성산일출봉점
1.0,30.0,20,4.0,3.0,3.0,5.0,6.0,4.0,4.0,서귀포매일올레시장
1.0,40.0,18,4.0,1.0,7.0,2.0,6.0,6.0,3.0,고집순두부 연동본점
0.0,30.0,7,2.0,2.0,4.0,5.0,2.0,6.0,4.0,새별오름
1.0,20.0,29,1.0,1.0,4.0,2.0,3.0,5.0,2.0,쇠소깍
1.0,40.0,10,4.0,1.0,1.0,7.0,1.0,7.0,4.0,훈남횟집
0.0,30.0,16,2.0,6.0,2.0,2.0,6.0,3.0,5.0,김녕빵집
0.0,40.0,9,2.0,2.0,2.0,2.0,5.0,7.0,3.0,카페구하나구칠
0.0,20.0,8,7.0,1.0,1.0,7.0,1.0,7.0,5.0,세븐일레븐 강화길상점
0.0,20.0,3,2.0,2.0,4.0,3.0,6.0,7.0,4.0,익금해수욕장
0.0,20.0,12,4.0,3.0,6.0,3.0,6.0,3.0,4.0,걸리버여행기
1.0,20.0,23,2.0,1.0,6.0,4.0,6.0,1.0,4.0,한라봉스시
1.0,40.0,2,2.0,1.0,1.0,3.0,2.0,7.0,4.0,숯불덮밥화리
1.0,40.0,11,3.0,1.0,3.0,4.0,3.0,4.0,4.0,성산마씸
1.0,20.0,15,6.0,4.0,2.0,4.0,7.0,7.0,5.0,우도
0.0,30.0,17,2.0,4.0,4.0,3.0,3.0,4.0,5.0,산굼부리
1.0,30.0,57,4.0,1.0,7.0,7.0,4.0,7.0,3.0,도두동무지개해안도로
1.0,50.0,19,2.0,4.0,2.0,5.0,2.0,6.0,5.0,외도339
1.0,30.0,15,4.0,6.0,5.0,1.0,1.0,7.0,5.0,카페두가시
1.0,20.0,8,2.0,1.0,4.0,2.0,2.0,4.0,4.0,위미브런치
0.0,30.0,11,4.0,4.0,4.0,4.0,4.0,4.0,5.0,삼무공원
0.0,20.0,2,7.0,5.0,4.0,3.0,6.0,5.0,5.0,뚜레쥬르 제주연동점
0.0,30.0,5,1.0,1.0,7.0,1.0,7.0,2.0,5.0,무뚱모슬포좁짝뼈국수
0.0,30.0,11,1.0,1.0,2.0,3.0,4.0,3.0,5.0,우정회센타
1.0,20.0,10,3.0,2.0,6.0,6.0,6.0,6.0,5.0,돈해상
1.0,40.0,3,4.0,3.0,7.0,5.0,5.0,5.0,4.0,스페인마을
1.0,20.0,10,6.0,3.0,6.0,2.0,3.0,3.0,4.0,다락쉼터 인증센터
0.0,40.0,46,1.0,3.0,3.0,3.0,5.0,3.0,4.0,월정투명카약
0.0,20.0,16,2.0,1.0,4.0,2.0,1.0,7.0,3.0,제주속으로
1.0,20.0,8,2.0,4.0,4.0,5.0,6.0,6.0,5.0,자매국수 본점
0.0,30.0,6,1.0,5.0,3.0,5.0,2.0,6.0,5.0,상주은 모래비치야영장
1.0,40.0,6,2.0,2.0,2.0,1.0,6.0,4.0,4.0,산지천갤러리
1.0,40.0,14,2.0,1.0,2.0,3.0,1.0,4.0,5.0,서귀포치유의숲
0.0,30.0,7,2.0,2.0,2.0,3.0,3.0,4.0,4.0,아젠토피오레컨벤션
1.0,30.0,54,3.0,2.0,4.0,4.0,4.0,5.0,5.0,토템오어
1.0,30.0,19,1.0,2.0,1.0,7.0,1.0,7.0,4.0,스카이31푸드에비뉴 제주
1.0,30.0,44,4.0,3.0,2.0,4.0,6.0,1.0,5.0,제주동문재래시장
0.0,20.0,3,1.0,1.0,4.0,4.0,7.0,7.0,5.0,이마트 신제주점
1.0,30.0,16,1.0,1.0,7.0,1.0,1.0,7.0,4.0,목장카페드르쿰다
0.0,20.0,8,2.0,3.0,5.0,1.0,2.0,7.0,5.0,여름정원
1.0,20.0,8,4.0,4.0,2.0,6.0,6.0,6.0,4.0,도너츠윤 제주점
1.0,20.0,27,2.0,1.0,5.0,2.0,4.0,5.0,4.0,포도원흑돼지
1.0,20.0,8,2.0,1.0,5.0,2.0,4.0,5.0,5.0,톰톰카레
1.0,30.0,13,4.0,1.0,7.0,7.0,4.0,7.0,3.0,사계의시간
0.0,20.0,9,4.0,2.0,4.0,2.0,6.0,6.0,3.0,원조마라도짜장면집
1.0,40.0,9,2.0,2.0,2.0,4.0,7.0,6.0,4.0,카페지니
1.0,30.0,15,2.0,1.0,4.0,2.0,5.0,7.0,5.0,카페유디에이
1.0,20.0,8,5.0,2.0,2.0,5.0,1.0,4.0,4.0,멜팟
0.0,20.0,20,6.0,6.0,6.0,6.0,6.0,6.0,3.0,애월포차
1.0,30.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,산방식당
0.0,20.0,15,6.0,6.0,5.0,6.0,2.0,5.0,5.0,태양약국
1.0,20.0,11,2.0,1.0,3.0,3.0,2.0,3.0,4.0,서귀포항
1.0,20.0,2,3.0,3.0,2.0,2.0,6.0,2.0,3.0,세븐일레븐
1.0,20.0,25,2.0,3.0,2.0,2.0,6.0,3.0,5.0,섬나라오메기
0.0,20.0,32,4.0,1.0,6.0,7.0,2.0,7.0,4.0,김녕해수욕장
0.0,40.0,15,4.0,5.0,3.0,1.0,7.0,2.0,5.0,소심한책방
1.0,20.0,10,3.0,4.0,4.0,4.0,7.0,5.0,5.0,블루메베이글
0.0,20.0,5,6.0,2.0,5.0,6.0,2.0,7.0,4.0,커큐민흑돼지
1.0,20.0,14,3.0,5.0,3.0,5.0,3.0,5.0,2.0,소심한이층
1.0,30.0,10,2.0,2.0,4.0,4.0,6.0,5.0,5.0,다담
0.0,20.0,11,4.0,2.0,4.0,5.0,2.0,4.0,5.0,함덕해수욕장
1.0,30.0,12,4.0,1.0,2.0,5.0,2.0,7.0,4.0,CU 서부관광점
0.0,40.0,13,2.0,2.0,2.0,2.0,5.0,7.0,4.0,마루아라
0.0,50.0,5,3.0,3.0,2.0,1.0,1.0,7.0,3.0,용담밭담
1.0,30.0,9,4.0,4.0,3.0,3.0,4.0,6.0,5.0,곽지곤지암해장국
1.0,20.0,12,6.0,1.0,1.0,1.0,4.0,5.0,4.0,화북코끼리식당
0.0,30.0,6,2.0,5.0,2.0,2.0,6.0,2.0,4.0,제니헤어
0.0,20.0,46,4.0,3.0,6.0,3.0,6.0,3.0,3.0,동한두기
1.0,30.0,27,3.0,4.0,3.0,4.0,3.0,3.0,4.0,"신흥리(마을입구),함덕고등학교 정류장"
0.0,20.0,7,5.0,5.0,2.0,4.0,5.0,3.0,5.0,환상숲곶자왈공원
1.0,30.0,24,4.0,2.0,5.0,4.0,6.0,5.0,5.0,서귀당
1.0,30.0,11,1.0,7.0,1.0,1.0,2.0,6.0,4.0,김녕에사는김영훈
1.0,20.0,10,6.0,1.0,4.0,5.0,2.0,5.0,3.0,자구리문화예술공원
1.0,20.0,3,4.0,4.0,4.0,4.0,4.0,4.0,3.0,하모체육공원
0.0,20.0,11,5.0,5.0,2.0,4.0,5.0,3.0,3.0,느지리오름
0.0,30.0,10,4.0,4.0,4.0,4.0,6.0,6.0,5.0,가파도상동포구 대합실
1.0,40.0,4,5.0,3.0,2.0,3.0,6.0,2.0,4.0,수월봉전망대
0.0,30.0,34,4.0,2.0,5.0,3.0,2.0,3.0,3.0,서피플
0.0,30.0,4,4.0,3.0,2.0,2.0,4.0,5.0,5.0,홉히워크룸
1.0,20.0,7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,이호테우해수욕장
1.0,20.0,19,2.0,1.0,4.0,2.0,2.0,4.0,2.0,신비의도로
0.0,30.0,9,4.0,2.0,3.0,5.0,3.0,3.0,4.0,새연교
1.0,30.0,6,4.0,5.0,4.0,3.0,4.0,5.0,4.0,카페연희
0.0,20.0,16,6.0,2.0,1.0,6.0,5.0,2.0,5.0,웨이브라운지
1.0,20.0,3,6.0,4.0,7.0,1.0,1.0,2.0,4.0,수목원길야시장
0.0,30.0,16,2.0,2.0,1.0,2.0,3.0,4.0,5.0,쏠티브리즈
1.0,20.0,12,4.0,5.0,3.0,5.0,5.0,2.0,4.0,애월해안도로
0.0,50.0,6,1.0,1.0,1.0,2.0,7.0,1.0,5.0,올레길 1코스(시흥-광치기 올레)
0.0,30.0,7,1.0,6.0,2.0,4.0,7.0,7.0,3.0,윤스쿡
1.0,30.0,15,1.0,3.0,7.0,1.0,3.0,5.0,5.0,울릉회타운
1.0,30.0,9,5.0,1.0,6.0,4.0,1.0,7.0,3.0,GS25 제주함덕점
1.0,20.0,39,3.0,4.0,4.0,4.0,7.0,5.0,5.0,삼일해장국
0.0,20.0,4,2.0,2.0,4.0,2.0,6.0,5.0,4.0,다이소 제주성산점
1.0,30.0,6,7.0,4.0,5.0,4.0,6.0,1.0,5.0,마시안제빵
1.0,30.0,8,4.0,1.0,7.0,7.0,4.0,7.0,5.0,새빌
1.0,20.0,5,4.0,2.0,4.0,3.0,2.0,4.0,4.0,요술식탁
0.0,30.0,8,1.0,6.0,1.0,3.0,6.0,6.0,5.0,CU 서귀영락해안도로점
1.0,30.0,2,5.0,5.0,2.0,5.0,6.0,3.0,5.0,난산리다방
0.0,20.0,23,4.0,1.0,4.0,2.0,1.0,7.0,4.0,성읍녹차마을 영농조합법인
1.0,50.0,14,3.0,5.0,5.0,3.0,5.0,3.0,5.0,새연교
1.0,30.0,18,4.0,4.0,4.0,4.0,4.0,4.0,5.0,버거스올마이티
1.0,30.0,7,4.0,2.0,2.0,4.0,2.0,7.0,5.0,표선해수욕장
1.0,40.0,19,4.0,1.0,7.0,2.0,6.0,6.0,5.0,올레길 21코스
1.0,20.0,20,5.0,3.0,6.0,1.0,7.0,5.0,4.0,중문색달해수욕장
1.0,20.0,10,5.0,4.0,4.0,4.0,3.0,6.0,4.0,앵콜열무냉면
1.0,20.0,6,2.0,1.0,7.0,6.0,6.0,5.0,5.0,왕이메
0.0,30.0,10,4.0,1.0,4.0,4.0,7.0,4.0,5.0,이마트 서귀포점
1.0,30.0,3,4.0,1.0,1.0,4.0,7.0,7.0,2.0,롯데몰 김포공항점
0.0,30.0,10,2.0,5.0,2.0,2.0,6.0,2.0,4.0,거린사슴 전망대
1.0,20.0,24,4.0,2.0,7.0,1.0,5.0,6.0,2.0,한양식당
0.0,50.0,29,4.0,3.0,3.0,2.0,2.0,7.0,4.0,스타벅스 제주용담DT점
1.0,20.0,26,2.0,1.0,7.0,1.0,6.0,4.0,3.0,서귀포매일올레시장
1.0,20.0,7,2.0,3.0,4.0,3.0,5.0,5.0,4.0,성산일출봉
1.0,30.0,23,4.0,1.0,6.0,3.0,3.0,7.0,3.0,우도i
1.0,20.0,12,3.0,1.0,4.0,4.0,5.0,2.0,5.0,순희밥상
1.0,20.0,4,6.0,1.0,2.0,4.0,2.0,5.0,4.0,산양큰엉곶
1.0,20.0,32,2.0,1.0,7.0,1.0,6.0,4.0,4.0,시스터필드베이커리
1.0,50.0,14,2.0,4.0,4.0,5.0,2.0,5.0,4.0,천지연폭포
1.0,50.0,9,2.0,4.0,4.0,5.0,2.0,5.0,5.0,카페 귤한가
0.0,20.0,19,6.0,1.0,1.0,4.0,1.0,7.0,5.0,전주현대옥 전주역점
0.0,20.0,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,파라다이스시티 씨메르
1.0,30.0,15,1.0,1.0,4.0,1.0,4.0,7.0,5.0,능가사
1.0,20.0,2,4.0,2.0,4.0,6.0,1.0,7.0,3.0,제주선채향
0.0,40.0,40,1.0,7.0,7.0,7.0,7.0,7.0,3.0,롯데렌터카 제주오토하우스지점
1.0,30.0,21,2.0,1.0,3.0,1.0,4.0,2.0,4.0,"3인칭관찰자시점, 십화점"
1.0,30.0,9,1.0,1.0,4.0,1.0,4.0,7.0,4.0,창꼼
1.0,20.0,13,1.0,1.0,4.0,1.0,7.0,6.0,5.0,파스테이스
1.0,20.0,24,2.0,1.0,5.0,2.0,4.0,5.0,5.0,사려니숲길
1.0,30.0,7,1.0,1.0,1.0,1.0,7.0,5.0,5.0,조선제일국밥 제주점
0.0,40.0,3,2.0,2.0,2.0,2.0,2.0,4.0,4.0,평택호관광단지
0.0,30.0,9,7.0,2.0,2.0,6.0,2.0,6.0,4.0,범하다
0.0,30.0,4,1.0,1.0,2.0,3.0,4.0,5.0,5.0,해거름마을공원 인증센터
1.0,20.0,15,5.0,5.0,5.0,3.0,5.0,6.0,4.0,닭머르
0.0,30.0,11,2.0,2.0,4.0,5.0,2.0,6.0,4.0,담다
1.0,20.0,30,1.0,1.0,1.0,1.0,7.0,7.0,5.0,스타벅스 제주공항DT점
1.0,20.0,3,3.0,2.0,6.0,6.0,6.0,6.0,3.0,협재칼국수
1.0,20.0,6,2.0,2.0,1.0,2.0,6.0,5.0,5.0,라바북스
1.0,20.0,18,2.0,2.0,6.0,3.0,6.0,6.0,4.0,천지연폭포
0.0,30.0,9,2.0,2.0,2.0,4.0,4.0,7.0,4.0,카페노티드 제주애월
1.0,30.0,39,3.0,2.0,4.0,4.0,4.0,5.0,5.0,한림공원
0.0,20.0,7,7.0,1.0,4.0,4.0,1.0,7.0,5.0,하멜
1.0,30.0,10,2.0,2.0,3.0,3.0,3.0,4.0,2.0,한라봉스시
1.0,20.0,13,5.0,2.0,3.0,2.0,6.0,3.0,5.0,이호테우해수욕장
1.0,30.0,7,3.0,3.0,3.0,3.0,4.0,5.0,3.0,세븐일레븐 서귀포아랑조을거리점
1.0,30.0,23,2.0,7.0,7.0,4.0,6.0,3.0,5.0,놀빛바다호
1.0,30.0,13,2.0,1.0,6.0,4.0,4.0,5.0,4.0,북살롱이마고 제주아카이브센터
1.0,30.0,16,1.0,5.0,4.0,3.0,4.0,6.0,5.0,섭지코지
1.0,50.0,14,2.0,2.0,2.0,6.0,2.0,6.0,3.0,정석주유소
0.0,30.0,33,4.0,2.0,5.0,3.0,2.0,3.0,5.0,한라산
1.0,30.0,14,4.0,1.0,4.0,4.0,2.0,4.0,3.0,별방촌
1.0,20.0,9,4.0,2.0,4.0,4.0,6.0,6.0,4.0,흑돼지BBQ
1.0,20.0,19,2.0,1.0,5.0,2.0,4.0,5.0,5.0,스누피가든
0.0,20.0,14,2.0,2.0,1.0,1.0,4.0,6.0,5.0,제주할망밥상 표선점
1.0,20.0,17,6.0,1.0,6.0,4.0,6.0,7.0,3.0,에이바우트커피 삼무공원점
0.0,30.0,12,2.0,6.0,2.0,2.0,6.0,3.0,4.0,해녀박물관
1.0,30.0,7,1.0,1.0,4.0,1.0,4.0,7.0,4.0,청정회관
1.0,60.0,2,6.0,6.0,6.0,3.0,3.0,3.0,5.0,오설록티뮤지엄
1.0,20.0,35,1.0,2.0,1.0,4.0,2.0,6.0,5.0,김택화미술관
1.0,30.0,15,5.0,6.0,6.0,7.0,4.0,6.0,5.0,윗세오름
1.0,40.0,8,1.0,6.0,6.0,2.0,6.0,6.0,5.0,대풍감
1.0,20.0,5,5.0,5.0,5.0,4.0,5.0,6.0,4.0,노스런던컬리지잇스쿨 제주캠퍼스
0.0,30.0,9,2.0,1.0,6.0,2.0,3.0,6.0,5.0,바다식당
0.0,20.0,15,6.0,6.0,6.0,6.0,6.0,6.0,4.0,리부아르
1.0,20.0,18,5.0,2.0,3.0,2.0,6.0,3.0,5.0,성산일출봉
0.0,30.0,16,1.0,5.0,3.0,5.0,2.0,6.0,5.0,홀리데이
1.0,50.0,4,3.0,5.0,5.0,3.0,5.0,3.0,5.0,해뜨리식당
0.0,20.0,2,4.0,1.0,4.0,2.0,1.0,7.0,5.0,시장분식
1.0,20.0,17,4.0,1.0,3.0,2.0,7.0,4.0,3.0,이호테우해수욕장
0.0,30.0,20,2.0,4.0,4.0,3.0,3.0,4.0,4.0,텐저린267
1.0,30.0,55,4.0,1.0,7.0,7.0,4.0,7.0,4.0,스타벅스 제주용담DT점
1.0,50.0,7,4.0,2.0,2.0,2.0,3.0,6.0,5.0,함덕해수욕장
1.0,30.0,12,4.0,4.0,5.0,2.0,2.0,7.0,5.0,물항식당 본점
1.0,30.0,14,2.0,2.0,5.0,4.0,2.0,6.0,4.0,아일랜드 프로젝트 성산
1.0,20.0,3,2.0,1.0,4.0,3.0,2.0,7.0,3.0,애월환해장성
1.0,30.0,10,4.0,1.0,7.0,7.0,2.0,2.0,2.0,용흥궁
0.0,20.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,하늘안추모공원
1.0,30.0,4,4.0,1.0,1.0,4.0,2.0,5.0,4.0,샤넬 제주팝업부티크
1.0,20.0,8,6.0,1.0,2.0,5.0,2.0,7.0,4.0,카멜리아힐
0.0,20.0,17,7.0,1.0,1.0,4.0,7.0,1.0,5.0,산지해장국
1.0,20.0,12,2.0,1.0,6.0,5.0,6.0,5.0,5.0,섬타르
1.0,30.0,2,2.0,2.0,4.0,3.0,1.0,3.0,4.0,제스코마트 본점
1.0,20.0,19,2.0,3.0,2.0,2.0,6.0,3.0,5.0,곽지해수욕장
1.0,20.0,6,2.0,2.0,3.0,4.0,2.0,5.0,5.0,오직흑돼지 공항본점
1.0,40.0,7,4.0,3.0,3.0,2.0,2.0,5.0,4.0,한림칼국수 공항점
1.0,20.0,16,2.0,1.0,4.0,3.0,2.0,7.0,5.0,곽지해수욕장
1.0,20.0,37,2.0,2.0,4.0,4.0,3.0,4.0,4.0,강화광성보
1.0,30.0,8,2.0,2.0,2.0,3.0,2.0,6.0,3.0,엔도케어약국
0.0,40.0,14,2.0,2.0,2.0,2.0,2.0,4.0,5.0,소풍정원
1.0,20.0,11,4.0,2.0,3.0,2.0,6.0,5.0,5.0,맥도날드 제주시청DT점
1.0,20.0,8,1.0,4.0,2.0,5.0,5.0,4.0,4.0,제주동문시장
1.0,30.0,14,4.0,2.0,2.0,4.0,2.0,7.0,5.0,천제연폭포
1.0,30.0,4,2.0,1.0,3.0,4.0,4.0,2.0,4.0,제주시새우리 제주점
0.0,30.0,12,4.0,4.0,4.0,4.0,4.0,4.0,5.0,제주동문시장
1.0,20.0,13,5.0,6.0,5.0,5.0,3.0,5.0,4.0,본태박물관
1.0,20.0,12,4.0,2.0,4.0,2.0,7.0,7.0,5.0,우도
1.0,30.0,14,2.0,1.0,3.0,4.0,4.0,2.0,4.0,제주도립김창열미술관
1.0,40.0,6,2.0,1.0,2.0,3.0,1.0,4.0,4.0,정이가네
0.0,20.0,22,4.0,2.0,2.0,5.0,7.0,4.0,5.0,맛나식당
1.0,20.0,13,4.0,1.0,2.0,5.0,4.0,3.0,4.0,신창풍차해안
1.0,20.0,21,1.0,4.0,1.0,6.0,7.0,7.0,5.0,협재해수욕장
0.0,20.0,13,5.0,2.0,3.0,3.0,4.0,5.0,5.0,오는정김밥
1.0,20.0,11,6.0,2.0,2.0,2.0,2.0,7.0,5.0,수목원길야시장
0.0,20.0,4,7.0,1.0,1.0,7.0,1.0,7.0,5.0,베이프큐 청라점
0.0,30.0,29,1.0,1.0,2.0,3.0,4.0,3.0,5.0,남쪽마녀의레시피
1.0,20.0,12,4.0,4.0,4.0,4.0,4.0,4.0,4.0,제주국제공항 JDC면세점
1.0,20.0,19,6.0,1.0,4.0,5.0,2.0,5.0,4.0,허니문하우스
1.0,20.0,34,1.0,2.0,1.0,4.0,2.0,6.0,4.0,곰막식당
0.0,20.0,16,5.0,3.0,4.0,3.0,3.0,4.0,4.0,백록담
1.0,30.0,15,1.0,1.0,1.0,5.0,1.0,7.0,5.0,협재해수욕장
1.0,40.0,2,2.0,2.0,2.0,2.0,6.0,3.0,5.0,한옥카페 갤러리도솔
0.0,30.0,13,5.0,1.0,4.0,2.0,2.0,5.0,1.0,난정저수지
1.0,20.0,8,2.0,3.0,6.0,4.0,2.0,3.0,5.0,쇠소깍
1.0,20.0,11,2.0,4.0,4.0,4.0,6.0,3.0,3.0,은희네해장국
0.0,30.0,20,6.0,2.0,2.0,7.0,7.0,3.0,5.0,제주동문재래시장
